^SAMPLE = GSM170833
!Sample_title = Melanoma cell line A13
!Sample_geo_accession = GSM170833
!Sample_status = Public on Mar 31 2007
!Sample_submission_date = Feb 21 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line A13
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr C. Schmidt
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. 
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). 
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set.  
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170833/suppl/GSM170833.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170833/suppl/GSM170833.CHP.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	319.963	P	0.000224668
AFFX-BioB-M_at	444.094	P	4.42873e-05
AFFX-BioB-3_at	281.006	P	7.00668e-05
AFFX-BioC-5_at	614.034	P	5.16732e-05
AFFX-BioC-3_at	661.943	P	4.42873e-05
AFFX-BioDn-5_at	724.888	P	4.42873e-05
AFFX-BioDn-3_at	3073.58	P	5.16732e-05
AFFX-CreX-5_at	7769.12	P	4.42873e-05
AFFX-CreX-3_at	10293.2	P	4.42873e-05
AFFX-DapX-5_at	597.941	P	4.42873e-05
AFFX-DapX-M_at	902.558	P	0.000258358
AFFX-DapX-3_at	1053.73	P	5.16732e-05
AFFX-LysX-5_at	71.5798	P	6.02111e-05
AFFX-LysX-M_at	89.5347	P	0.0020226
AFFX-LysX-3_at	162.438	P	6.02111e-05
AFFX-PheX-5_at	134.585	P	5.16732e-05
AFFX-PheX-M_at	110.347	P	4.42873e-05
AFFX-PheX-3_at	116.955	P	0.000389797
AFFX-ThrX-5_at	111.262	P	5.16732e-05
AFFX-ThrX-M_at	180.392	P	6.02111e-05
AFFX-ThrX-3_at	237.658	P	4.42873e-05
AFFX-TrpnX-5_at	14.6205	A	0.139482
AFFX-TrpnX-M_at	17.7412	A	0.340648
AFFX-TrpnX-3_at	11.0876	A	0.455413
AFFX-r2-Ec-bioB-5_at	332.396	P	0.000244141
AFFX-r2-Ec-bioB-M_at	565.266	P	0.000244141
AFFX-r2-Ec-bioB-3_at	350.091	P	0.000244141
AFFX-r2-Ec-bioC-5_at	667.203	P	0.000244141
AFFX-r2-Ec-bioC-3_at	950.106	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2881.83	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3546.68	P	0.000244141
AFFX-r2-P1-cre-5_at	12623.5	P	0.000244141
AFFX-r2-P1-cre-3_at	14757	P	0.000244141
AFFX-r2-Bs-dap-5_at	891.03	P	0.000244141
AFFX-r2-Bs-dap-M_at	872.317	P	0.000244141
AFFX-r2-Bs-dap-3_at	1303.95	P	0.000244141
AFFX-r2-Bs-lys-5_at	100.266	P	0.000244141
AFFX-r2-Bs-lys-M_at	87.975	P	0.000244141
AFFX-r2-Bs-lys-3_at	73.3811	P	0.0012207
AFFX-r2-Bs-phe-5_at	193.333	P	0.000244141
AFFX-r2-Bs-phe-M_at	138.477	P	0.000244141
AFFX-r2-Bs-phe-3_at	175.17	P	0.000732422
AFFX-r2-Bs-thr-3_s_at	292.1	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	281.851	P	0.0012207
AFFX-r2-Bs-thr-5_s_at	208.063	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	580.025	P	0.00010954
AFFX-HUMISGF3A/M97935_MA_at	759.849	P	5.16732e-05
AFFX-HUMISGF3A/M97935_MB_at	704.049	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1767.11	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	206.797	P	0.000445901
AFFX-HUMRGE/M10098_M_at	95.8872	P	0.000195116
AFFX-HUMRGE/M10098_3_at	207.548	P	0.000169227
AFFX-HUMGAPDH/M33197_5_at	12443.7	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	11308.6	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	12158.4	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	6901.41	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	8306.88	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	8972.79	P	4.42873e-05
AFFX-M27830_5_at	539.056	P	4.42873e-05
AFFX-M27830_M_at	969.812	P	0.0020226
AFFX-M27830_3_at	30.9045	A	0.425956
AFFX-hum_alu_at	13287.5	P	2.6068e-13
1007_s_at	448.559	P	0.0011411
1053_at	521.885	P	0.000388206
117_at	25.4273	P	0.0170005
121_at	195.455	P	0.00160229
1255_g_at	6.86054	A	0.64131
1294_at	124.385	P	0.00160229
1316_at	17.3628	P	0.0278597
1320_at	1.6603	A	0.983
1405_i_at	86.0926	P	0.00094359
1431_at	8.28648	A	0.320802
1438_at	19.3874	A	0.189648
1487_at	251.922	P	0.0193035
1494_f_at	28.625	A	0.0813015
1598_g_at	89.7063	A	0.107301
160020_at	626.585	P	0.000265621
1729_at	229.778	P	0.000321521
1773_at	603.264	P	0.000321521
