^SAMPLE = GSM1017509
!Sample_title = SW480_19b
!Sample_geo_accession = GSM1017509
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = SW480
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = organ: Colon
!Sample_characteristics_ch1 = disease: Dukes' type B; colorectal adenocarcinoma
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: no
!Sample_characteristics_ch1 = metastatic_site: n/a
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: SW480
!Sample_characteristics_ch1 = atcc_number: CCL-228
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = SW480, replicate 2
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017509/suppl/GSM1017509_mRNA_19b_131206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	10147.84	6.62E-04
AFFX-BioB-M_at	11945.85	4.43E-05
AFFX-BioB-3_at	9372.48	5.17E-05
AFFX-BioC-5_at	29004.09	5.17E-05
AFFX-BioC-3_at	36947.16	5.17E-05
AFFX-BioDn-5_at	69044.63	4.43E-05
AFFX-BioDn-3_at	162224.42	8.14E-05
AFFX-CreX-5_at	413805.72	5.17E-05
AFFX-CreX-3_at	471044.44	4.43E-05
AFFX-DapX-5_at	10746.29	4.43E-05
AFFX-DapX-M_at	18728.25	8.57E-04
AFFX-DapX-3_at	19328.32	5.17E-05
AFFX-LysX-5_at	1422.45	9.72E-04
AFFX-LysX-M_at	1722.18	3.37E-02
AFFX-LysX-3_at	4149.21	6.02E-05
AFFX-PheX-5_at	1264.92	2.56E-03
AFFX-PheX-M_at	2901.39	6.62E-04
AFFX-PheX-3_at	2298.01	5.56E-03
AFFX-ThrX-5_at	2666.02	7.54E-04
AFFX-ThrX-M_at	3367.52	2.25E-04
AFFX-ThrX-3_at	5518.42	1.95E-04
AFFX-TrpnX-5_at	462.86	1.02E-01
AFFX-TrpnX-M_at	65.80	9.32E-01
AFFX-TrpnX-3_at	33.52	8.15E-01
AFFX-r2-Ec-bioB-5_at	16013.59	2.44E-04
AFFX-r2-Ec-bioB-M_at	16180.66	2.44E-04
AFFX-r2-Ec-bioB-3_at	14441.82	2.44E-04
AFFX-r2-Ec-bioC-5_at	34374.66	2.44E-04
AFFX-r2-Ec-bioC-3_at	47871.23	2.44E-04
AFFX-r2-Ec-bioD-5_at	169532.61	2.44E-04
AFFX-r2-Ec-bioD-3_at	211103.80	2.44E-04
AFFX-r2-P1-cre-5_at	525401.94	2.44E-04
AFFX-r2-P1-cre-3_at	710615.50	2.44E-04
AFFX-r2-Bs-dap-5_at	12562.94	2.44E-04
AFFX-r2-Bs-dap-M_at	21380.67	2.44E-04
AFFX-r2-Bs-dap-3_at	26810.39	2.44E-04
AFFX-r2-Bs-lys-5_at	1842.76	2.44E-04
AFFX-r2-Bs-lys-M_at	2258.57	1.95E-03
AFFX-r2-Bs-lys-3_at	2222.53	7.32E-04
AFFX-r2-Bs-phe-5_at	2601.92	1.22E-03
AFFX-r2-Bs-phe-M_at	3335.82	2.44E-04
AFFX-r2-Bs-phe-3_at	4990.60	1.22E-03
AFFX-r2-Bs-thr-3_s_at	8331.32	5.86E-03
AFFX-r2-Bs-thr-M_s_at	5896.31	4.15E-03
AFFX-r2-Bs-thr-5_s_at	3902.97	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	7366.03	5.81E-04
AFFX-HUMISGF3A/M97935_MA_at	11659.38	8.57E-04
AFFX-HUMISGF3A/M97935_MB_at	9600.76	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	34593.84	6.02E-05
AFFX-HUMRGE/M10098_5_at	407625.00	4.43E-05
AFFX-HUMRGE/M10098_M_at	124299.27	4.43E-05
AFFX-HUMRGE/M10098_3_at	49612.75	6.02E-05
AFFX-HUMGAPDH/M33197_5_at	644532.90	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	632878.00	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	690930.56	4.43E-05
AFFX-HSAC07/X00351_5_at	511192.66	4.43E-05
AFFX-HSAC07/X00351_M_at	567336.70	4.43E-05
AFFX-HSAC07/X00351_3_at	632621.20	4.43E-05
AFFX-M27830_5_at	53599.52	4.43E-05
AFFX-M27830_M_at	87233.15	1.59E-03
AFFX-M27830_3_at	417.80	5.45E-01
AFFX-hum_alu_at	892574.00	2.61E-13
1007_s_at	44558.39	2.66E-04
1053_at	31644.12	2.66E-04
117_at	134.98	6.22E-01
121_at	11996.23	1.60E-03
1255_g_at	184.50	5.00E-01
1294_at	2151.37	3.13E-02
1316_at	1527.76	4.18E-03
1320_at	1505.88	2.04E-01
1405_i_at	55.06	8.50E-01
1431_at	158.50	4.38E-01
1438_at	4207.47	9.59E-04
1487_at	12793.60	3.13E-02
1494_f_at	2646.86	3.52E-02
1598_g_at	30975.22	3.88E-04
160020_at	9813.99	5.64E-03
1729_at	7510.10	3.88E-04
1773_at	6189.13	1.14E-02
177_at	1970.50	1.89E-03
179_at	9064.49	1.70E-02
1861_at	7288.89	6.73E-04
200000_s_at	62125.21	2.44E-04
200001_at	156068.66	2.44E-04
200002_at	514171.44	2.44E-04
200003_s_at	729200.44	2.44E-04
200004_at	398396.50	2.44E-04
200005_at	133613.89	2.44E-04
200006_at	325182.00	2.44E-04
200007_at	132277.39	2.44E-04
200008_s_at	83688.20	2.44E-04
200009_at	158841.86	2.44E-04
200010_at	415043.66	2.44E-04
200011_s_at	70629.97	2.44E-04
200012_x_at	488239.60	2.44E-04
200013_at	561793.30	2.44E-04
200014_s_at	107949.74	2.44E-04
200015_s_at	139049.58	7.32E-04
200016_x_at	574396.20	2.44E-04
200017_at	641971.50	2.44E-04
200018_at	658098.70	2.44E-04
200019_s_at	452482.20	2.44E-04
200020_at	81346.99	2.44E-04
200021_at	491334.70	2.44E-04
200022_at	602307.56	2.44E-04
200023_s_at	265234.62	2.44E-04
200024_at	486283.62	2.44E-04
200025_s_at	627946.60	2.44E-04
200026_at	300554.80	2.44E-04
200027_at	77083.89	2.44E-04
200028_s_at	102315.80	2.44E-04
200029_at	491151.70	2.44E-04
200030_s_at	278774.10	2.44E-04
200031_s_at	674386.00	2.44E-04
200032_s_at	560724.75	2.44E-04
200033_at	327307.72	2.44E-04
200034_s_at	494626.84	2.44E-04
200035_at	14681.98	4.15E-03
200036_s_at	305159.00	2.44E-04
200037_s_at	278629.72	2.44E-04
200038_s_at	506643.28	2.44E-04
200039_s_at	138043.08	2.44E-04
200040_at	131063.95	2.44E-04
200041_s_at	178566.11	2.44E-04
200042_at	46466.36	2.44E-04
200043_at	271296.47	2.44E-04
200044_at	75403.06	2.44E-04
200045_at	23753.56	2.44E-04
200046_at	102919.36	2.44E-04
200047_s_at	164066.27	2.44E-04
200048_s_at	151045.83	2.44E-04
200049_at	16051.69	2.44E-04
200050_at	82673.66	2.44E-04
200051_at	13926.37	2.44E-04
200052_s_at	89056.43	2.44E-04
200053_at	20142.33	2.44E-04
200054_at	24960.50	2.44E-04
200055_at	71612.27	2.44E-04
200056_s_at	37535.78	2.44E-04
200057_s_at	304879.60	2.44E-04
200058_s_at	85550.81	2.44E-04
200059_s_at	313067.22	2.44E-04
200060_s_at	82033.40	2.44E-04
200061_s_at	551270.80	2.44E-04
200062_s_at	516207.50	2.44E-04
200063_s_at	559172.20	2.44E-04
200064_at	315520.40	2.44E-04
200065_s_at	141970.27	2.44E-04
200066_at	38663.20	2.44E-04
200067_x_at	71496.64	2.44E-04
200068_s_at	303114.22	2.44E-04
200069_at	16065.32	2.44E-04
200070_at	15896.30	1.22E-03
200071_at	59882.84	2.44E-04
200072_s_at	135995.36	2.44E-04
200073_s_at	146108.72	2.39E-02
200074_s_at	288676.47	2.44E-04
200075_s_at	28927.57	2.44E-04
200076_s_at	19453.00	7.32E-04
200077_s_at	352311.72	2.44E-04
200078_s_at	77592.44	2.44E-04
200079_s_at	98108.48	2.44E-04
200080_s_at	357589.44	2.44E-04
200081_s_at	641385.10	2.44E-04
200082_s_at	615179.06	2.44E-04
200083_at	52405.48	7.32E-04
200084_at	155257.70	2.44E-04
200085_s_at	148106.42	2.44E-04
200086_s_at	132790.81	2.44E-04
200087_s_at	133970.05	2.44E-04
200088_x_at	590698.80	2.44E-04
200089_s_at	383301.97	2.44E-04
200090_at	116149.63	7.32E-04
200091_s_at	365551.78	2.44E-04
200092_s_at	519674.12	2.44E-04
200093_s_at	204498.66	2.44E-04
200094_s_at	217125.03	2.44E-04
200095_x_at	615111.94	2.44E-04
200096_s_at	99690.88	2.44E-04
200097_s_at	139458.10	2.44E-04
200098_s_at	74648.77	2.44E-04
200099_s_at	693952.94	2.44E-04
200593_s_at	63356.76	2.44E-04
200594_x_at	172073.34	2.44E-04
200595_s_at	123838.77	2.44E-04
200596_s_at	34226.92	2.44E-04
200597_at	11324.32	2.44E-04
200598_s_at	99157.08	2.44E-04
200599_s_at	220662.83	2.44E-04
200600_at	88794.46	2.44E-04
200601_at	211004.88	2.44E-04
200602_at	53565.58	2.44E-04
200603_at	147455.45	2.44E-04
200604_s_at	44651.46	2.44E-04
200605_s_at	110237.74	2.44E-04
200606_at	130871.43	2.44E-04
200607_s_at	43673.03	7.32E-04
200608_s_at	107216.14	2.44E-04
200609_s_at	98151.96	2.44E-04
200610_s_at	195577.11	2.44E-04
200611_s_at	70044.84	2.44E-04
200612_s_at	44759.63	2.44E-04
200613_at	84025.74	2.44E-04
200614_at	314762.50	2.44E-04
200615_s_at	27783.25	7.32E-04
200616_s_at	32030.31	7.32E-04
200617_at	26620.41	2.44E-04
200618_at	226860.81	2.44E-04
200619_at	35925.88	1.86E-02
200620_at	99630.28	2.44E-04
200621_at	39128.16	2.44E-04
200622_x_at	22117.89	2.44E-04
200623_s_at	15486.06	7.32E-04
200624_s_at	118941.34	2.44E-04
200625_s_at	91144.51	2.44E-04
200626_s_at	188017.52	2.44E-04
200627_at	365745.47	2.44E-04
200628_s_at	35613.25	1.42E-02
200629_at	46207.15	2.44E-04
200630_x_at	144236.61	2.44E-04
200631_s_at	191864.11	2.44E-04
200632_s_at	14966.40	1.95E-03
200633_at	683716.90	2.44E-04
200634_at	261487.80	2.44E-04
200635_s_at	5534.68	1.22E-03
200636_s_at	22043.03	1.07E-02
