^SAMPLE = GSM482710
!Sample_title = FADU-Bmi1
!Sample_geo_accession = GSM482710
!Sample_status = Public on Dec 10 2010
!Sample_submission_date = Dec 10 2009
!Sample_last_update_date = Dec 10 2010
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = human hypopharyngeal squamous cell carcinoma cell line FADU transfected with pcDNA3-Bmi1
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line source ethnicity: Caucasian
!Sample_characteristics_ch1 = cell line source gender: Male
!Sample_characteristics_ch1 = cell line source age: 56
!Sample_characteristics_ch1 = cell line source tissue: primary human hypopharyngeal squamous cell carcinoma p
!Sample_characteristics_ch1 = transfection: cDNA3-Bmi1
!Sample_characteristics_ch1 = cell line: FADU
!Sample_growth_protocol_ch1 = cultivated in RPMI + 10% fetal bovine serum
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Cells were lysed by adding 2 ml of trizol reagent (Invitrogen). RNA was picked up in the aqueous phase following phase separation by chloroform. The RNA was then precipitate with isopropanol, washed with ethanol (75%), dissolved in DEPC-treated RNAse/DNAse free water and quantified by spectrophotometry.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA was prepared according to the standard Affymetrix protocol (see complete protocol descriptions: http://www.affymetrix.com/support/technical/manual/expression_manual.affx)
!Sample_hyb_protocol = Hybridization was performed according to the standard Affymetrix protocol (see complete protocol descriptions: http://www.affymetrix.com/support/technical/manual/expression_manual.affx)
!Sample_scan_protocol = Arrays were scanned with the Affymetrix GeneChip® Scanner 3000 7G and the data was extracted using Microarray Analysis Suite 5.0 (Affymetrix).
!Sample_description = Human hypopharyngeal cancer cell line FADU transfected with the Bmi1 expression vector pcDNA3-Bmi1 were grown to near confluence and collected total RNA for array analysis. 
!Sample_data_processing = We used the Affymetrix GeneChip Suite 5.0 software (MAS 5.0) to calculate raw expression values for each probe sets on the U133 2.0 oligonucleotide arrays.
!Sample_platform_id = GPL570
!Sample_contact_name = Muh-Hwa,,Yang
!Sample_contact_email = mhyang2@vghtpe.gov.tw
!Sample_contact_phone = +886-228235870
!Sample_contact_fax = +886-228235870
!Sample_contact_laboratory = Dr. M.H. Yang's Lab
!Sample_contact_department = Institute of Clinical Medicine
!Sample_contact_institute = National Yang-Ming University
!Sample_contact_address = No.155, Sec.2, Li-Nong Street
!Sample_contact_city = Taipei
!Sample_contact_zip/postal_code = 112
!Sample_contact_country = Taiwan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM482nnn/GSM482710/suppl/GSM482710_H0111_007_FADU_Bmi1.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM482nnn/GSM482710/suppl/GSM482710_H0111_007_FADU_Bmi1.CHP.gz
!Sample_series_id = GSE19406
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS 5 signal
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	812.9	P	0.000225
AFFX-BioB-M_at	1002.8	P	0.000044
AFFX-BioB-3_at	731	P	0.000081
AFFX-BioC-5_at	2452.7	P	0.000052
AFFX-BioC-3_at	3174.8	P	0.000044
AFFX-BioDn-5_at	4850.6	P	0.000044
AFFX-BioDn-3_at	10296	P	0.00007
AFFX-CreX-5_at	27544	P	0.000052
AFFX-CreX-3_at	30034.4	P	0.000044
AFFX-DapX-5_at	2.8	A	0.737173
AFFX-DapX-M_at	17.1	A	0.52976
AFFX-DapX-3_at	6.3	A	0.772364
AFFX-LysX-5_at	4.4	A	0.724854
AFFX-LysX-M_at	10.9	A	0.794268
AFFX-LysX-3_at	13.7	A	0.300606
AFFX-PheX-5_at	2.3	A	0.891021
AFFX-PheX-M_at	2	A	0.957038
AFFX-PheX-3_at	5.3	A	0.963431
AFFX-ThrX-5_at	21.4	A	0.699394
AFFX-ThrX-M_at	28.3	A	0.368438
AFFX-ThrX-3_at	8.7	A	0.834139
AFFX-TrpnX-5_at	17.9	A	0.195266
AFFX-TrpnX-M_at	3.6	A	0.860518
AFFX-TrpnX-3_at	5.1	A	0.659339
AFFX-r2-Ec-bioB-5_at	1066.7	P	0.000244
AFFX-r2-Ec-bioB-M_at	1308.8	P	0.000244
AFFX-r2-Ec-bioB-3_at	1255.2	P	0.000244
AFFX-r2-Ec-bioC-5_at	2798.6	P	0.000244
AFFX-r2-Ec-bioC-3_at	2874.9	P	0.000244
AFFX-r2-Ec-bioD-5_at	11227	P	0.000244
AFFX-r2-Ec-bioD-3_at	15085	P	0.000244
AFFX-r2-P1-cre-5_at	28824.6	P	0.000244
AFFX-r2-P1-cre-3_at	38150.6	P	0.000244
AFFX-r2-Bs-dap-5_at	2.9	A	0.943848
AFFX-r2-Bs-dap-M_at	0.4	A	0.981445
AFFX-r2-Bs-dap-3_at	24.3	A	0.5
AFFX-r2-Bs-lys-5_at	1.3	A	0.850342
AFFX-r2-Bs-lys-M_at	2.8	A	0.696289
AFFX-r2-Bs-lys-3_at	3.6	A	0.567627
AFFX-r2-Bs-phe-5_at	28.6	A	0.219482
AFFX-r2-Bs-phe-M_at	1.4	A	0.943848
AFFX-r2-Bs-phe-3_at	35.3	A	0.219482
AFFX-r2-Bs-thr-3_s_at	22.7	A	0.80542
AFFX-r2-Bs-thr-M_s_at	3	A	0.850342
AFFX-r2-Bs-thr-5_s_at	70.2	P	0.01416
AFFX-HUMISGF3A/M97935_5_at	242.4	P	0.000972
AFFX-HUMISGF3A/M97935_MA_at	477.6	P	0.001102
AFFX-HUMISGF3A/M97935_MB_at	839.2	P	0.000044
AFFX-HUMISGF3A/M97935_3_at	2353.1	P	0.000052
AFFX-HUMRGE/M10098_5_at	274.6	P	0.001796
AFFX-HUMRGE/M10098_M_at	231.4	P	0.000195
AFFX-HUMRGE/M10098_3_at	299.5	P	0.002867
AFFX-HUMGAPDH/M33197_5_at	37524.8	P	0.000044
AFFX-HUMGAPDH/M33197_M_at	31790.9	P	0.000044
AFFX-HUMGAPDH/M33197_3_at	37602.7	P	0.000044
AFFX-HSAC07/X00351_5_at	25218.1	P	0.000044
AFFX-HSAC07/X00351_M_at	29085	P	0.000044
AFFX-HSAC07/X00351_3_at	33677.6	P	0.000044
AFFX-M27830_5_at	3132.2	P	0.000052
AFFX-M27830_M_at	3656.7	P	0.004484
AFFX-M27830_3_at	37.6	A	0.5
AFFX-hum_alu_at	38886.4	P	0
1007_s_at	3223.4	P	0.000219
1053_at	2471.8	P	0.000219
117_at	46.5	A	0.218983
121_at	593.3	P	0.005643
1255_g_at	27.2	A	0.267463
1294_at	71.7	A	0.250724
1316_at	86	P	0.031336
1320_at	19.5	A	0.438361
1405_i_at	3.6	A	0.801637
1431_at	31.8	A	0.189687
1438_at	81.6	A	0.150527
1487_at	1331.9	P	0.008689
1494_f_at	107.3	P	0.039365
1598_g_at	479.3	A	0.07383
160020_at	531.6	P	0.008689
1729_at	330.6	P	0.000562
1773_at	338.3	A	0.089405
177_at	49.7	A	0.150527
179_at	729.9	A	0.150527
1861_at	571.7	P	0.000388
200000_s_at	4087.1	P	0.000244
200001_at	9791	P	0.000244
200002_at	24264.6	P	0.000244
200003_s_at	40258.6	P	0.000244
200004_at	24379.9	P	0.000244
200005_at	9929	P	0.000244
200006_at	19567.9	P	0.000244
200007_at	14190.1	P	0.000244
200008_s_at	6301	P	0.000244
200009_at	11736.7	P	0.000244
200010_at	26027.6	P	0.000244
200011_s_at	5145.3	P	0.000244
200012_x_at	25254.1	P	0.000244
200013_at	35619.9	P	0.000244
200014_s_at	13345.6	P	0.000244
200015_s_at	14160.3	P	0.000732
200016_x_at	24186.8	P	0.000244
200017_at	37485.9	P	0.000244
200018_at	35271.5	P	0.000244
200019_s_at	24741	P	0.000244
200020_at	5733.8	P	0.000244
200021_at	30591.8	P	0.000244
200022_at	24401.4	P	0.000244
200023_s_at	14462.7	P	0.000244
200024_at	21540.8	P	0.000732
200025_s_at	33711.7	P	0.000244
200026_at	19680.6	P	0.000244
200027_at	5458.9	P	0.000244
200028_s_at	4166	P	0.000244
200029_at	29042.2	P	0.000244
200030_s_at	18407	P	0.000244
200031_s_at	36810	P	0.000244
200032_s_at	35192.2	P	0.000244
200033_at	15764.3	P	0.000244
200034_s_at	32035.9	P	0.000244
200035_at	2509.2	P	0.005859
200036_s_at	18329	P	0.000244
200037_s_at	17380.4	P	0.000244
200038_s_at	28014.1	P	0.000244
200039_s_at	10645.6	P	0.000244
200040_at	10286.6	P	0.000244
200041_s_at	16805.9	P	0.000244
200042_at	4374.3	P	0.000244
200043_at	22382.1	P	0.000244
200044_at	14531.1	P	0.000244
200045_at	3037.2	P	0.000244
200046_at	9951.7	P	0.000244
200047_s_at	12348.4	P	0.000244
200048_s_at	13672.5	P	0.000244
200049_at	1094.4	P	0.000244
200050_at	9564.4	P	0.000244
200051_at	3821.7	P	0.000244
200052_s_at	9717.5	P	0.000244
200053_at	2205.2	P	0.000244
200054_at	1172.4	P	0.000732
200055_at	5836.7	P	0.000244
200056_s_at	3553.4	P	0.000244
200057_s_at	11064.7	P	0.000244
200058_s_at	6237.6	P	0.000244
200059_s_at	14596.4	P	0.000244
200060_s_at	13035.4	P	0.000244
200061_s_at	28209.2	P	0.000244
200062_s_at	34689.8	P	0.000244
200063_s_at	25202.5	P	0.000244
200064_at	25206.7	P	0.000244
200065_s_at	13390.1	P	0.000244
200066_at	2772.8	P	0.000244
200067_x_at	6885.2	P	0.000244
200068_s_at	14359.1	P	0.000244
200069_at	1171	P	0.000244
200070_at	598.5	P	0.008057
200071_at	6141.9	P	0.000244
200072_s_at	8603.7	P	0.000244
200073_s_at	16373.5	P	0.000244
200074_s_at	20453.8	P	0.000244
200075_s_at	2284.1	P	0.000244
200076_s_at	1353.8	P	0.000244
200077_s_at	24791.7	P	0.000244
200078_s_at	4804.6	P	0.000244
200079_s_at	13562.4	P	0.000244
200080_s_at	24235.8	P	0.000244
200081_s_at	27019.9	P	0.000244
200082_s_at	25366	P	0.000244
200083_at	3502.9	P	0.000732
200084_at	11473.5	P	0.000244
200085_s_at	14735.5	P	0.000244
200086_s_at	16468.2	P	0.000244
200087_s_at	21987.2	P	0.000244
200088_x_at	30389.3	P	0.000244
200089_s_at	32060.7	P	0.000244
200090_at	2318.1	P	0.000244
200091_s_at	24748.1	P	0.000244
200092_s_at	35829.5	P	0.000244
200093_s_at	12026.3	P	0.000244
200094_s_at	18039.8	P	0.000244
200095_x_at	36835.2	P	0.000244
200096_s_at	6688.9	P	0.000244
200097_s_at	13832.1	P	0.000244
200098_s_at	5038.4	P	0.000732
200099_s_at	39805.7	P	0.000244
200593_s_at	8860.4	P	0.000244
200594_x_at	20664.3	P	0.000244
200595_s_at	9668	P	0.000244
200596_s_at	3308.8	P	0.000244
200597_at	695.9	P	0.000244
200598_s_at	4405	P	0.000244
200599_s_at	16799.6	P	0.000244
200600_at	4755.5	P	0.000244
200601_at	5314	P	0.000244
200602_at	3688.3	P	0.000244
200603_at	13226	P	0.000244
200604_s_at	2398.8	P	0.000244
200605_s_at	8585.7	P	0.000244
200606_at	10062.6	P	0.000244
200607_s_at	6372	P	0.000244
200608_s_at	22135.9	P	0.000244
200609_s_at	6469.4	P	0.000244
200610_s_at	20002	P	0.000244
200611_s_at	7253.7	P	0.000244
200612_s_at	2813.9	P	0.000244
200613_at	6366.5	P	0.000244
200614_at	14540.9	P	0.000244
200615_s_at	3603.3	P	0.000244
200616_s_at	2330.3	P	0.000732
200617_at	2344.6	P	0.000244
200618_at	10833.4	P	0.000244
200619_at	6450	P	0.001953
200620_at	5079.9	P	0.000244
200621_at	1900.2	P	0.000244
200622_x_at	1212.2	P	0.001221
200623_s_at	1113.3	P	0.000732
200624_s_at	10903	P	0.000244
200625_s_at	11379.9	P	0.000244
200626_s_at	14520.1	P	0.000244
200627_at	26428.1	P	0.000244
200628_s_at	1339.1	A	0.067627
200629_at	1909.3	P	0.000244
200630_x_at	2012.8	P	0.000244
200631_s_at	9211.9	P	0.000244
200632_s_at	479.6	P	0.000244
200633_at	29120.5	P	0.000244
200634_at	27974.1	P	0.000244
200635_s_at	2829.5	P	0.000732
200636_s_at	5805.3	P	0.000244
200637_s_at	2007.9	P	0.000244
200638_s_at	25773.5	P	0.000244
200639_s_at	23066.2	P	0.000244
200640_at	23307.8	P	0.000244
200641_s_at	16451.3	P	0.000244
200642_at	11596.6	P	0.000244
200643_at	2770.5	P	0.000732
200644_at	5075.1	P	0.000732
200645_at	5254.2	P	0.000244
200646_s_at	346.6	P	0.001221
200647_x_at	19612.9	P	0.000244
200648_s_at	1177	P	0.000732
200649_at	621.3	P	0.000244
200650_s_at	29900.6	P	0.000244
200651_at	31258.2	P	0.000244
200652_at	6165.9	P	0.000244
200653_s_at	17561.6	P	0.000244
200654_at	17773.4	P	0.01416
200655_s_at	16775.5	P	0.000244
200656_s_at	13744.8	P	0.000244
200657_at	28532.8	P	0.000244
200658_s_at	7943.4	P	0.000244
200659_s_at	1495.9	P	0.000244
200660_at	12623.6	P	0.000732
200661_at	2999.8	P	0.000732
200662_s_at	10556.8	P	0.000244
200663_at	13084.6	P	0.000244
200664_s_at	3462.7	P	0.000732
200665_s_at	6.4	A	0.941406
200666_s_at	6388	P	0.000244
200667_at	3991.3	P	0.000244
200668_s_at	16117.3	P	0.000244
200669_s_at	8573.9	P	0.000244
200670_at	3238.3	P	0.000244
200671_s_at	183.8	A	0.219482
200672_x_at	360.1	P	0.005859
200673_at	6443.6	P	0.000244
200674_s_at	24889.9	P	0.000244
200675_at	9313.3	P	0.000244
200676_s_at	747.6	P	0.000244
200677_at	7781.4	P	0.000244
200678_x_at	2024.7	P	0.001221
200679_x_at	15873	P	0.000244
200680_x_at	23780.5	P	0.000244
200681_at	14705.2	P	0.000244
200682_s_at	14020.9	P	0.000244
200683_s_at	3512.7	P	0.000244
200684_s_at	1406.7	P	0.000244
200685_at	983.8	P	0.000244
200686_s_at	12117.7	P	0.000244
200687_s_at	5485.2	P	0.000244
200688_at	414.3	P	0.001953
200689_x_at	22182.2	P	0.000244
200690_at	1508.9	P	0.000732
200691_s_at	9180.3	P	0.000244
200692_s_at	7705.4	P	0.000244
200693_at	15724.6	P	0.000244
200694_s_at	5644.1	P	0.000244
200695_at	2018	P	0.000732
200696_s_at	253.9	P	0.037598
200697_at	1888.6	P	0.000244
200698_at	10524.8	P	0.000244
200699_at	4224.8	P	0.000732
200700_s_at	7404.4	P	0.000244
200701_at	10709.8	P	0.000244
200702_s_at	1113.5	P	0.000244
200703_at	19915.1	P	0.000244
200704_at	4410.4	P	0.000244
200705_s_at	24955.1	P	0.000244
200706_s_at	3048.3	P	0.000244
200707_at	2164.9	P	0.000244
200708_at	5370.1	P	0.000244
200709_at	4945.5	P	0.000244
200710_at	2644.5	P	0.000244
200711_s_at	4682.4	P	0.000244
200712_s_at	6103.7	P	0.000244
200713_s_at	10896.5	P	0.000244
200714_x_at	1920.1	P	0.000244
200715_x_at	9429.8	P	0.000244
200716_x_at	29772.5	P	0.000244
200717_x_at	39532.9	P	0.000244
200718_s_at	22099.9	P	0.000244
200719_at	645.5	P	0.000244
200720_s_at	1431.8	P	0.000244
200721_s_at	793.5	P	0.000732
200722_s_at	5279.8	P	0.000244
200723_s_at	12980.1	P	0.000244
200724_at	88.6	A	0.067627
200725_x_at	22005	P	0.000244
200726_at	14577.2	P	0.000244
200727_s_at	1664	P	0.000732
200728_at	7371.3	P	0.000244
200729_s_at	11000.8	P	0.000244
200730_s_at	4997	P	0.000244
200731_s_at	3044	P	0.000244
200732_s_at	3480.8	P	0.000244
200733_s_at	17152	P	0.000732
200734_s_at	3599.9	P	0.000244
200735_x_at	24680.1	P	0.000244
200736_s_at	10048.8	P	0.000244
200737_at	4053.2	P	0.000732
200738_s_at	17341.1	P	0.000244
200739_s_at	3318.9	P	0.000244
200740_s_at	13070.3	P	0.000244
200741_s_at	32245.1	P	0.000244
200742_s_at	939.1	P	0.000244
200743_s_at	1301	P	0.000244
200744_s_at	5460.1	P	0.000244
200745_s_at	6130.1	P	0.000244
200746_s_at	5902	P	0.000732
200747_s_at	651.4	P	0.00415
200748_s_at	39676.6	P	0.000244
200749_at	6034.6	P	0.000244
200750_s_at	22669.3	P	0.000244
200751_s_at	10762.6	P	0.000244
200752_s_at	1969.5	P	0.000244
200753_x_at	8245.4	P	0.000244
200754_x_at	13030.6	P	0.000244
200755_s_at	1842.5	P	0.000244
200756_x_at	1330.6	P	0.001221
200757_s_at	2034.6	P	0.000732
200758_s_at	1603.2	P	0.000244
200759_x_at	1750	P	0.000244
200760_s_at	1572.9	P	0.000244
200761_s_at	2876	P	0.000244
200762_at	142.8	P	0.001221
200763_s_at	36669.4	P	0.000244
200764_s_at	3893.2	P	0.000244
200765_x_at	5588.7	P	0.000244
200766_at	1010.2	P	0.000732
200767_s_at	642.2	P	0.000244
200768_s_at	4489.3	P	0.000244
200769_s_at	809	P	0.001953
