^SAMPLE = GSM1017480
!Sample_title = HT29_9c
!Sample_geo_accession = GSM1017480
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = HT-29
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = organ: Colon
!Sample_characteristics_ch1 = disease: colorectal adenocarcinoma
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: no
!Sample_characteristics_ch1 = metastatic_site: n/a
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: HT-29
!Sample_characteristics_ch1 = atcc_number: HTB-38
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = HT-29, replicate 3
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017480/suppl/GSM1017480_mRNA_9c_081206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	12868.25	5.81E-04
AFFX-BioB-M_at	14599.91	6.02E-05
AFFX-BioB-3_at	9453.06	1.10E-04
AFFX-BioC-5_at	33164.00	5.17E-05
AFFX-BioC-3_at	40774.09	4.43E-05
AFFX-BioDn-5_at	65546.28	4.43E-05
AFFX-BioDn-3_at	155916.19	8.14E-05
AFFX-CreX-5_at	379022.60	5.17E-05
AFFX-CreX-3_at	460421.44	4.43E-05
AFFX-DapX-5_at	20303.21	4.43E-05
AFFX-DapX-M_at	37163.10	5.09E-04
AFFX-DapX-3_at	37098.73	4.43E-05
AFFX-LysX-5_at	2605.27	7.54E-04
AFFX-LysX-M_at	3507.28	1.25E-02
AFFX-LysX-3_at	7706.92	7.01E-05
AFFX-PheX-5_at	4213.61	1.95E-04
AFFX-PheX-M_at	3910.14	2.27E-03
AFFX-PheX-3_at	4133.95	2.25E-04
AFFX-ThrX-5_at	3894.09	1.10E-04
AFFX-ThrX-M_at	6437.87	6.02E-05
AFFX-ThrX-3_at	9396.17	9.45E-05
AFFX-TrpnX-5_at	676.29	1.31E-01
AFFX-TrpnX-M_at	69.98	9.76E-01
AFFX-TrpnX-3_at	434.38	1.02E-01
AFFX-r2-Ec-bioB-5_at	14973.16	2.44E-04
AFFX-r2-Ec-bioB-M_at	20155.72	2.44E-04
AFFX-r2-Ec-bioB-3_at	17616.24	2.44E-04
AFFX-r2-Ec-bioC-5_at	45470.02	2.44E-04
AFFX-r2-Ec-bioC-3_at	51171.98	2.44E-04
AFFX-r2-Ec-bioD-5_at	217101.83	2.44E-04
AFFX-r2-Ec-bioD-3_at	245112.45	2.44E-04
AFFX-r2-P1-cre-5_at	625605.60	2.44E-04
AFFX-r2-P1-cre-3_at	928367.60	2.44E-04
AFFX-r2-Bs-dap-5_at	25949.31	2.44E-04
AFFX-r2-Bs-dap-M_at	45613.43	2.44E-04
AFFX-r2-Bs-dap-3_at	43866.96	2.44E-04
AFFX-r2-Bs-lys-5_at	2631.26	2.44E-04
AFFX-r2-Bs-lys-M_at	3915.52	2.44E-04
AFFX-r2-Bs-lys-3_at	4253.73	7.32E-04
AFFX-r2-Bs-phe-5_at	4962.11	2.44E-04
AFFX-r2-Bs-phe-M_at	5118.75	2.44E-04
AFFX-r2-Bs-phe-3_at	10098.44	2.44E-04
AFFX-r2-Bs-thr-3_s_at	14800.13	4.15E-03
AFFX-r2-Bs-thr-M_s_at	11129.46	2.44E-04
AFFX-r2-Bs-thr-5_s_at	7108.96	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	5713.71	1.25E-03
AFFX-HUMISGF3A/M97935_MA_at	10219.94	5.09E-04
AFFX-HUMISGF3A/M97935_MB_at	8584.99	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	26580.08	7.01E-05
AFFX-HUMRGE/M10098_5_at	378806.94	4.43E-05
AFFX-HUMRGE/M10098_M_at	66607.32	4.43E-05
AFFX-HUMRGE/M10098_3_at	50357.20	5.17E-05
AFFX-HUMGAPDH/M33197_5_at	623434.40	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	701049.00	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	651483.94	4.43E-05
AFFX-HSAC07/X00351_5_at	384868.30	4.43E-05
AFFX-HSAC07/X00351_M_at	483121.40	4.43E-05
AFFX-HSAC07/X00351_3_at	591723.60	4.43E-05
AFFX-M27830_5_at	42161.26	4.43E-05
AFFX-M27830_M_at	109451.98	1.80E-03
AFFX-M27830_3_at	879.41	4.41E-01
AFFX-hum_alu_at	971172.94	2.61E-13
1007_s_at	40498.17	5.62E-04
1053_at	26002.34	2.66E-04
117_at	168.10	6.22E-01
121_at	12021.37	4.86E-03
1255_g_at	429.85	5.62E-01
1294_at	1118.18	1.63E-01
1316_at	1828.82	5.64E-03
1320_at	1043.40	5.62E-01
1405_i_at	128.67	8.35E-01
1431_at	704.09	9.81E-02
