^SAMPLE = GSM1017459
!Sample_title = A549_2c
!Sample_geo_accession = GSM1017459
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = A549
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: male
!Sample_characteristics_ch1 = organ: Lung
!Sample_characteristics_ch1 = disease: non-small cell carcinoma
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: no
!Sample_characteristics_ch1 = metastatic_site: n/a
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: A549
!Sample_characteristics_ch1 = atcc_number: CCL-185
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = A549, replicate 3
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017459/suppl/GSM1017459_mRNA_2c_281106.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	10254.78	7.54E-04
AFFX-BioB-M_at	12113.35	9.45E-05
AFFX-BioB-3_at	6831.92	1.27E-04
AFFX-BioC-5_at	26824.00	9.45E-05
AFFX-BioC-3_at	30363.89	5.17E-05
AFFX-BioDn-5_at	48160.01	4.43E-05
AFFX-BioDn-3_at	140215.10	1.47E-04
AFFX-CreX-5_at	363107.25	4.43E-05
AFFX-CreX-3_at	410664.62	5.17E-05
AFFX-DapX-5_at	1720.76	9.72E-04
AFFX-DapX-M_at	3593.06	6.87E-03
AFFX-DapX-3_at	3413.79	2.27E-03
AFFX-LysX-5_at	610.53	1.16E-01
AFFX-LysX-M_at	153.33	6.46E-01
AFFX-LysX-3_at	1346.02	2.39E-02
AFFX-PheX-5_at	144.94	6.46E-01
AFFX-PheX-M_at	118.87	8.25E-01
AFFX-PheX-3_at	1259.48	2.28E-01
AFFX-ThrX-5_at	408.43	6.03E-01
AFFX-ThrX-M_at	314.08	5.30E-01
AFFX-ThrX-3_at	1149.45	2.51E-01
AFFX-TrpnX-5_at	372.77	4.26E-01
AFFX-TrpnX-M_at	52.07	9.96E-01
AFFX-TrpnX-3_at	83.26	7.94E-01
AFFX-r2-Ec-bioB-5_at	13321.75	2.44E-04
AFFX-r2-Ec-bioB-M_at	17910.48	2.44E-04
AFFX-r2-Ec-bioB-3_at	11556.94	2.44E-04
AFFX-r2-Ec-bioC-5_at	39928.40	2.44E-04
AFFX-r2-Ec-bioC-3_at	55676.04	2.44E-04
AFFX-r2-Ec-bioD-5_at	156640.55	2.44E-04
AFFX-r2-Ec-bioD-3_at	224814.60	2.44E-04
AFFX-r2-P1-cre-5_at	694505.60	2.44E-04
AFFX-r2-P1-cre-3_at	938820.40	2.44E-04
