^SAMPLE = GSM274676
!Sample_title = Replicate 1 for HCC2218 cell line
!Sample_geo_accession = GSM274676
!Sample_status = Public on Dec 01 2008
!Sample_submission_date = Mar 14 2008
!Sample_last_update_date = Mar 19 2008
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Human cell line
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = No treatment. See ATCC/DSMZ for cell line details.
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Affymetrix standard protocols.  See Clin Cancer Res 2005;11(24) December 15, 2005
!Sample_label_ch1 = Biotin
!Sample_label_protocol_ch1 = Affymetrix standard protocols.  See Clin Cancer Res 2005;11(24) December 15, 2005
!Sample_hyb_protocol = Affymetrix standard protocols.  See Clin Cancer Res 2005;11(24) December 15, 2005
!Sample_scan_protocol = Affymetrix standard protocols.  See Clin Cancer Res 2005;11(24) December 15, 2005
!Sample_description = Cell line, RPMI1640, 10 %FBS, 2mM L-glutamine, 10mM HEPES
!Sample_data_processing = gcRMA (justGCRMA in R/Bioconductor)
!Sample_platform_id = GPL570
!Sample_contact_name = Alex,T.,Adai
!Sample_contact_email = adai.alex@gene.com
!Sample_contact_laboratory = David Dornan
!Sample_contact_department = Oncology Diagnostics
!Sample_contact_institute = Genentech
!Sample_contact_address = X
!Sample_contact_city = X
!Sample_contact_state = X
!Sample_contact_zip/postal_code = X
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM274nnn/GSM274676/suppl/GSM274676.cel.gz
!Sample_series_id = GSE10843
!Sample_data_row_count = 54675
#ID_REF = Affymetrix probeset id
#VALUE = Log base 2 of signal intensity (gcRMA normalized)
!sample_table_begin
ID_REF	VALUE
1007_s_at	12.4157870068347
1053_at	7.97594833334559
117_at	2.82360515385007
121_at	5.6721350476646
1255_g_at	2.02282323668273
1294_at	2.1268159356865
1316_at	2.68161136298129
1320_at	2.68337402726775
1405_i_at	3.54303612710158
1431_at	2.92674304920278
1438_at	8.29583059042918
1487_at	9.64135160767267
1494_f_at	2.03567798105905
1552256_a_at	9.60066126619803
1552257_a_at	10.4143249599089
1552258_at	2.53874650917772
1552261_at	2.73129175600752
1552263_at	3.11955130933858
1552264_a_at	7.93405773082346
1552266_at	2.93954500822598
1552269_at	2.17537479502422
1552271_at	1.61545240740624
1552272_a_at	3.29414256135125
1552274_at	5.40378607864222
1552275_s_at	5.82890942004
1552276_a_at	3.48415629563703
1552277_a_at	6.528638434072
1552278_a_at	2.72852491897848
1552279_a_at	6.96073326895116
1552280_at	2.63906425462514
1552281_at	2.32296883933724
1552283_s_at	4.88093376182018
1552286_at	3.87635225712163
1552287_s_at	6.6343471776601
1552288_at	3.29050975535571
1552289_a_at	1.658699520718
1552291_at	9.62260779959049
1552293_at	2.43687120445174
1552295_a_at	6.19636237853285
1552296_at	2.6432473549048
1552299_at	2.74123982848912
1552301_a_at	2.86634560332621
1552302_at	4.08769282715076
1552303_a_at	2.65636923290754
1552304_at	2.33743148981072
1552306_at	4.05399885172545
1552307_a_at	3.39752664396341
1552309_a_at	2.04261671098443
1552310_at	5.69564608213518
1552311_a_at	2.4136973255646
1552312_a_at	6.9621937075458
1552314_a_at	3.64648652762778
1552315_at	1.99944143993249
1552316_a_at	2.60340329330770
1552318_at	3.11877089245186
1552319_a_at	3.20788883938119
1552320_a_at	3.52002383426567
1552321_a_at	2.66752684667746
1552322_at	2.34922659439004
1552323_s_at	2.74970813634426
1552325_at	4.3747805345111
1552326_a_at	2.02847365613548
