^SAMPLE = GSM1017496
!Sample_title = NCIH460_15a
!Sample_geo_accession = GSM1017496
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = NCI-H460
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: male
!Sample_characteristics_ch1 = organ: Lung
!Sample_characteristics_ch1 = disease: large cell carcinoma
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: yes
!Sample_characteristics_ch1 = metastatic_site: pleural fluid
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: NCI-H460
!Sample_characteristics_ch1 = atcc_number: HTB-177
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = NCI-H460, replicate 1
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017496/suppl/GSM1017496_mRNA_15a_121206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	14516.31	5.09E-04
AFFX-BioB-M_at	17010.10	5.17E-05
AFFX-BioB-3_at	13817.42	5.17E-05
AFFX-BioC-5_at	41277.43	5.17E-05
AFFX-BioC-3_at	57073.74	4.43E-05
AFFX-BioDn-5_at	97973.86	4.43E-05
AFFX-BioDn-3_at	231271.95	8.14E-05
AFFX-CreX-5_at	583661.44	5.17E-05
AFFX-CreX-3_at	698828.90	4.43E-05
AFFX-DapX-5_at	23397.00	5.17E-05
AFFX-DapX-M_at	44515.52	3.90E-04
AFFX-DapX-3_at	46402.02	5.17E-05
AFFX-LysX-5_at	2538.35	1.80E-03
AFFX-LysX-M_at	4452.72	8.44E-03
AFFX-LysX-3_at	7879.11	4.43E-05
AFFX-PheX-5_at	4381.33	9.45E-05
AFFX-PheX-M_at	5555.94	3.40E-04
AFFX-PheX-3_at	5117.23	3.90E-04
AFFX-ThrX-5_at	5045.21	1.10E-04
AFFX-ThrX-M_at	5940.74	5.17E-05
AFFX-ThrX-3_at	10323.51	5.17E-05
AFFX-TrpnX-5_at	575.07	2.51E-01
AFFX-TrpnX-M_at	41.07	9.90E-01
AFFX-TrpnX-3_at	60.22	7.83E-01
AFFX-r2-Ec-bioB-5_at	20390.69	2.44E-04
AFFX-r2-Ec-bioB-M_at	24074.96	2.44E-04
AFFX-r2-Ec-bioB-3_at	17883.74	2.44E-04
AFFX-r2-Ec-bioC-5_at	55948.17	2.44E-04
AFFX-r2-Ec-bioC-3_at	67587.84	2.44E-04
AFFX-r2-Ec-bioD-5_at	235439.14	2.44E-04
AFFX-r2-Ec-bioD-3_at	329765.90	2.44E-04
AFFX-r2-P1-cre-5_at	744514.50	2.44E-04
AFFX-r2-P1-cre-3_at	977534.75	2.44E-04
AFFX-r2-Bs-dap-5_at	30205.30	2.44E-04
AFFX-r2-Bs-dap-M_at	45592.62	2.44E-04
AFFX-r2-Bs-dap-3_at	58177.70	2.44E-04
AFFX-r2-Bs-lys-5_at	4101.07	2.44E-04
AFFX-r2-Bs-lys-M_at	3304.20	1.22E-03
AFFX-r2-Bs-lys-3_at	5180.23	2.44E-04
AFFX-r2-Bs-phe-5_at	6064.51	2.44E-04
AFFX-r2-Bs-phe-M_at	6635.38	2.44E-04
AFFX-r2-Bs-phe-3_at	8780.98	2.44E-04
AFFX-r2-Bs-thr-3_s_at	14550.48	2.93E-03
AFFX-r2-Bs-thr-M_s_at	12447.10	7.32E-04
AFFX-r2-Bs-thr-5_s_at	6343.91	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	7933.21	8.57E-04
AFFX-HUMISGF3A/M97935_MA_at	12087.46	2.97E-04
AFFX-HUMISGF3A/M97935_MB_at	10652.62	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	31996.72	5.17E-05
AFFX-HUMRGE/M10098_5_at	304098.75	4.43E-05
AFFX-HUMRGE/M10098_M_at	138712.34	4.43E-05
AFFX-HUMRGE/M10098_3_at	41626.40	7.01E-05
AFFX-HUMGAPDH/M33197_5_at	906169.70	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	839965.50	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	957130.44	4.43E-05
AFFX-HSAC07/X00351_5_at	331286.94	5.17E-05
AFFX-HSAC07/X00351_M_at	397501.16	4.43E-05
AFFX-HSAC07/X00351_3_at	623121.30	4.43E-05
AFFX-M27830_5_at	65980.31	4.43E-05
AFFX-M27830_M_at	114209.52	1.59E-03
AFFX-M27830_3_at	1284.77	3.68E-01
AFFX-hum_alu_at	1108001.40	2.61E-13
1007_s_at	37367.56	8.05E-04
1053_at	19476.71	2.19E-04
117_at	1749.58	3.52E-02
121_at	10238.49	1.89E-03
1255_g_at	93.52	5.82E-01
1294_at	1160.58	2.19E-01
1316_at	1082.60	2.19E-02
1320_at	164.23	8.10E-01
1405_i_at	222.02	4.62E-01
1431_at	1948.44	4.68E-04
1438_at	173.46	6.02E-01
1487_at	11947.24	3.13E-02
1494_f_at	1654.89	6.69E-02
1598_g_at	18026.90	1.89E-03
160020_at	4167.44	2.79E-02
1729_at	16197.61	2.19E-04
1773_at	6868.89	7.54E-03
177_at	10160.11	2.19E-04
179_at	6900.22	1.76E-01
1861_at	7590.47	1.35E-03
200000_s_at	67904.48	2.44E-04
200001_at	169537.06	2.44E-04
200002_at	687904.25	2.44E-04
200003_s_at	902762.40	2.44E-04
200004_at	203862.38	2.44E-04
200005_at	160152.61	2.44E-04
200006_at	327175.90	2.44E-04
200007_at	155268.60	2.44E-04
200008_s_at	66646.13	2.44E-04
200009_at	136377.27	2.44E-04
200010_at	501606.16	2.44E-04
200011_s_at	43897.55	2.44E-04
200012_x_at	573461.70	2.44E-04
200013_at	717243.60	2.44E-04
200014_s_at	119721.02	2.44E-04
200015_s_at	239828.38	7.32E-04
200016_x_at	713237.50	2.44E-04
200017_at	822684.44	2.44E-04
200018_at	802893.06	2.44E-04
200019_s_at	338785.80	2.44E-04
200020_at	66950.74	2.44E-04
200021_at	357261.90	1.22E-03
200022_at	705449.10	2.44E-04
200023_s_at	222048.20	2.44E-04
200024_at	616453.40	7.32E-04
200025_s_at	908517.70	2.44E-04
200026_at	515475.72	2.44E-04
200027_at	203104.05	2.44E-04
200028_s_at	83050.23	2.44E-04
200029_at	717960.75	2.44E-04
200030_s_at	481266.47	2.44E-04
200031_s_at	796115.60	2.44E-04
200032_s_at	872116.10	2.44E-04
200033_at	302737.34	2.44E-04
200034_s_at	683831.50	2.44E-04
200035_at	17552.31	8.06E-03
200036_s_at	431060.84	2.44E-04
200037_s_at	192705.61	2.44E-04
200038_s_at	793612.56	2.44E-04
200039_s_at	103762.23	2.44E-04
200040_at	135117.64	2.44E-04
200041_s_at	95243.44	2.44E-04
200042_at	36813.71	2.44E-04
200043_at	248721.40	2.44E-04
200044_at	92501.88	2.44E-04
200045_at	19061.39	2.44E-04
200046_at	195606.33	2.44E-04
200047_s_at	110361.28	2.44E-04
200048_s_at	295536.20	2.44E-04
200049_at	10003.29	2.44E-04
200050_at	67157.25	7.32E-04
200051_at	10098.34	7.32E-04
200052_s_at	116602.61	2.44E-04
200053_at	36772.00	2.44E-04
200054_at	12569.26	2.44E-04
200055_at	54001.62	2.44E-04
200056_s_at	28776.31	2.44E-04
200057_s_at	352884.47	2.44E-04
200058_s_at	89827.91	2.44E-04
200059_s_at	364974.53	2.44E-04
200060_s_at	64592.17	2.44E-04
200061_s_at	805851.20	2.44E-04
200062_s_at	783266.90	2.44E-04
200063_s_at	647834.80	2.44E-04
200064_at	444023.06	2.44E-04
200065_s_at	230807.88	2.44E-04
200066_at	41619.96	2.44E-04
200067_x_at	73433.13	2.44E-04
200068_s_at	388406.97	2.44E-04
200069_at	14015.23	2.44E-04
200070_at	8195.39	1.07E-02
200071_at	57682.34	2.44E-04
200072_s_at	101299.48	2.44E-04
200073_s_at	143901.88	2.44E-04
200074_s_at	392732.34	2.44E-04
200075_s_at	48503.80	2.44E-04
200076_s_at	16374.24	7.32E-04
200077_s_at	371520.12	2.44E-04
200078_s_at	91203.93	2.44E-04
200079_s_at	105191.27	2.44E-04
200080_s_at	524280.50	2.44E-04
200081_s_at	831908.94	2.44E-04
200082_s_at	769264.10	2.44E-04
200083_at	48014.73	7.32E-04
200084_at	79522.34	2.44E-04
200085_s_at	160683.64	2.44E-04
200086_s_at	202400.88	2.44E-04
200087_s_at	218760.38	2.44E-04
200088_x_at	880966.56	2.44E-04
200089_s_at	698534.00	2.44E-04
200090_at	46031.77	1.22E-03
200091_s_at	512421.47	2.44E-04
200092_s_at	911335.75	2.44E-04
200093_s_at	369478.25	2.44E-04
200094_s_at	506796.60	2.44E-04
200095_x_at	879002.80	2.44E-04
200096_s_at	146691.30	2.44E-04
200097_s_at	156371.38	2.44E-04
200098_s_at	136240.98	2.44E-04
200099_s_at	1000290.00	2.44E-04
200593_s_at	66355.24	2.44E-04
200594_x_at	176061.48	2.44E-04
200595_s_at	228060.58	2.44E-04
200596_s_at	73164.64	2.44E-04
200597_at	26353.99	2.44E-04
200598_s_at	227909.16	2.44E-04
200599_s_at	397117.60	2.44E-04
200600_at	177693.34	2.44E-04
200601_at	33380.94	1.95E-03
200602_at	132819.45	2.44E-04
200603_at	286936.53	2.44E-04
200604_s_at	84662.81	2.44E-04
200605_s_at	221338.19	2.44E-04
200606_at	1548.11	2.39E-02
200607_s_at	26005.80	2.93E-03
200608_s_at	68318.06	2.44E-04
200609_s_at	59412.04	7.32E-04
200610_s_at	258212.55	2.44E-04
200611_s_at	41700.16	2.44E-04
200612_s_at	40655.63	7.32E-04
200613_at	67561.18	7.32E-04
200614_at	287079.06	2.44E-04
200615_s_at	37867.77	2.44E-04
200616_s_at	40211.22	7.32E-04
200617_at	26339.66	2.44E-04
200618_at	60656.91	7.32E-04
200619_at	21106.57	1.86E-02
200620_at	106250.05	2.44E-04
200621_at	105347.64	2.44E-04
200622_x_at	9958.74	1.42E-02
200623_s_at	6626.44	5.86E-03
200624_s_at	144676.22	2.44E-04
200625_s_at	59389.93	2.44E-04
200626_s_at	233167.81	2.44E-04
200627_at	384524.16	2.44E-04
200628_s_at	166045.47	7.32E-04
200629_at	219533.53	2.44E-04
200630_x_at	129479.28	2.44E-04
200631_s_at	169060.58	2.44E-04
200632_s_at	11300.20	1.22E-03
200633_at	820325.40	2.44E-04
200634_at	236599.38	2.44E-04
200635_s_at	5462.64	4.15E-03
200636_s_at	30125.44	8.06E-03
200637_s_at	3814.13	1.22E-03
200638_s_at	121015.86	2.44E-04
200639_s_at	92975.34	2.44E-04
200640_at	130621.77	2.44E-04
200641_s_at	82663.40	2.44E-04
200642_at	295489.75	2.44E-04
200643_at	21608.25	7.32E-04
200644_at	41517.78	7.32E-04
200645_at	150749.31	2.44E-04
200646_s_at	16622.23	7.32E-04
