^SAMPLE = GSM1017493
!Sample_title = MIAPACA2_14a
!Sample_geo_accession = GSM1017493
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Mia PaCa-2
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = organ: Pancreas
!Sample_characteristics_ch1 = disease: carcinoma
!Sample_characteristics_ch1 = morphology: attached epithelial with floating rounded cells
!Sample_characteristics_ch1 = is_metastasis: no
!Sample_characteristics_ch1 = metastatic_site: n/a
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: Mia PaCa-2
!Sample_characteristics_ch1 = atcc_number: CRL-1420
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = Mia PaCa-2, replicate 1
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017493/suppl/GSM1017493_mRNA_14a_121206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	14713.98	6.62E-04
AFFX-BioB-M_at	17157.40	4.43E-05
AFFX-BioB-3_at	13036.39	5.17E-05
AFFX-BioC-5_at	41363.86	5.17E-05
AFFX-BioC-3_at	55591.32	4.43E-05
AFFX-BioDn-5_at	90874.63	4.43E-05
AFFX-BioDn-3_at	220061.40	7.01E-05
AFFX-CreX-5_at	521182.12	5.17E-05
AFFX-CreX-3_at	656521.20	4.43E-05
AFFX-DapX-5_at	62736.52	4.43E-05
AFFX-DapX-M_at	102996.65	1.69E-04
AFFX-DapX-3_at	118974.77	4.43E-05
AFFX-LysX-5_at	7225.32	5.17E-05
AFFX-LysX-M_at	8440.81	2.58E-04
AFFX-LysX-3_at	19762.91	4.43E-05
AFFX-PheX-5_at	11310.65	4.43E-05
AFFX-PheX-M_at	16208.12	4.43E-05
AFFX-PheX-3_at	11293.31	5.17E-05
AFFX-ThrX-5_at	13527.11	8.14E-05
AFFX-ThrX-M_at	19974.85	4.43E-05
AFFX-ThrX-3_at	28548.97	4.43E-05
AFFX-TrpnX-5_at	406.03	4.70E-01
AFFX-TrpnX-M_at	44.16	9.37E-01
AFFX-TrpnX-3_at	473.50	1.16E-01
AFFX-r2-Ec-bioB-5_at	20011.27	2.44E-04
AFFX-r2-Ec-bioB-M_at	19540.59	2.44E-04
AFFX-r2-Ec-bioB-3_at	19814.87	2.44E-04
AFFX-r2-Ec-bioC-5_at	48779.86	2.44E-04
AFFX-r2-Ec-bioC-3_at	65311.48	2.44E-04
AFFX-r2-Ec-bioD-5_at	227952.03	2.44E-04
AFFX-r2-Ec-bioD-3_at	307767.10	2.44E-04
AFFX-r2-P1-cre-5_at	660044.40	2.44E-04
AFFX-r2-P1-cre-3_at	903510.60	2.44E-04
AFFX-r2-Bs-dap-5_at	73527.80	2.44E-04
AFFX-r2-Bs-dap-M_at	114154.70	2.44E-04
AFFX-r2-Bs-dap-3_at	161277.45	2.44E-04
AFFX-r2-Bs-lys-5_at	11113.45	2.44E-04
AFFX-r2-Bs-lys-M_at	9902.42	2.44E-04
AFFX-r2-Bs-lys-3_at	10748.77	2.44E-04
AFFX-r2-Bs-phe-5_at	17598.48	2.44E-04
AFFX-r2-Bs-phe-M_at	16708.77	2.44E-04
AFFX-r2-Bs-phe-3_at	22366.36	2.44E-04
AFFX-r2-Bs-thr-3_s_at	32178.23	2.44E-04
AFFX-r2-Bs-thr-M_s_at	24162.08	2.44E-04
AFFX-r2-Bs-thr-5_s_at	17591.84	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	5653.16	9.72E-04
AFFX-HUMISGF3A/M97935_MA_at	9955.19	3.40E-04
AFFX-HUMISGF3A/M97935_MB_at	8979.23	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	38143.43	6.02E-05
AFFX-HUMRGE/M10098_5_at	642652.60	4.43E-05
AFFX-HUMRGE/M10098_M_at	319567.34	4.43E-05
AFFX-HUMRGE/M10098_3_at	344590.90	4.43E-05
AFFX-HUMGAPDH/M33197_5_at	822912.75	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	741239.60	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	826192.56	4.43E-05
AFFX-HSAC07/X00351_5_at	517071.06	4.43E-05
AFFX-HSAC07/X00351_M_at	570790.10	4.43E-05
AFFX-HSAC07/X00351_3_at	716282.00	4.43E-05
AFFX-M27830_5_at	277976.84	4.43E-05
AFFX-M27830_M_at	206354.58	5.81E-04
AFFX-M27830_3_at	4254.80	1.02E-01
AFFX-hum_alu_at	924943.56	2.61E-13
1007_s_at	35378.99	9.59E-04
1053_at	36391.48	2.19E-04
117_at	1050.82	1.51E-01
121_at	12962.35	2.23E-03
1255_g_at	748.15	2.19E-01
1294_at	3252.02	6.04E-02
1316_at	2372.94	1.70E-02
1320_at	624.66	6.02E-01
1405_i_at	6934.38	4.91E-04
1431_at	480.02	3.40E-01
1438_at	570.26	5.21E-01
1487_at	15986.23	3.94E-02
1494_f_at	2809.75	8.13E-02
1598_g_at	8907.84	4.40E-02
160020_at	2912.50	7.54E-03
1729_at	7391.06	8.05E-04
1773_at	5791.80	1.70E-02
177_at	129.71	4.59E-01
179_at	9251.44	3.52E-02
1861_at	5597.34	2.62E-03
200000_s_at	73879.77	2.44E-04
200001_at	163984.89	2.44E-04
200002_at	602036.60	2.44E-04
200003_s_at	797227.94	2.44E-04
200004_at	291284.70	2.44E-04
200005_at	129609.23	2.44E-04
200006_at	493154.06	2.44E-04
200007_at	174018.31	2.44E-04
200008_s_at	109437.88	2.44E-04
200009_at	249773.23	2.44E-04
200010_at	465292.34	2.44E-04
200011_s_at	46243.32	2.44E-04
200012_x_at	520593.10	2.44E-04
200013_at	647355.00	2.44E-04
