^SAMPLE = GSM960289
!Sample_title = 20-PHK control b
!Sample_geo_accession = GSM960289
!Sample_status = Public on Jul 03 2013
!Sample_submission_date = Jul 12 2012
!Sample_last_update_date = Jul 03 2013
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = PHK cells, 72h growth
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell type: primary human keratinocytes
!Sample_characteristics_ch1 = tissue: neonatal foreskin
!Sample_biomaterial_provider_ch1 = patient sample
!Sample_treatment_protocol_ch1 = attached cells (24 h after passaging), grown for 72 h in renewed medium
!Sample_growth_protocol_ch1 = cultured at 37°C, 5% CO2 in Keratinocyte Serum Free medium
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = 106 cells were lysed with TRIzol reagent for 3 minutes at RT, 20% chloroform was added, centrifuged for 15 minutes at 4°C at 13.000 g, RNA was further isolated with RNeasy Mini Kit (Qiagen)
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = RNA concentration and purity were determined spectrophotometrically using the Nanodrop ND-1000 (Nanodrop Technologies) and RNA integrity was assessed using a Bioanalyser 2100 (Agilent). Per sample, an amount of 100 ng of total RNA spiked with bacterial RNA transcript positive controls (Affymetrix) was amplified and labeled using the GeneChip 3' IVT express kit (Affymetrix). All steps were carried out according to the manufacturers protocol (Affymetrix).
!Sample_hyb_protocol = A mixture of purified and fragmented biotinylated aRNA and hybridisation controls (Affymetrix) was hybridised on Affymetrix HG U133 Plus 2.0 arrays followed by staining and washing in a GeneChip® fluidics station 450  (Affymetrix) according to the manufacturer’s procedures.
!Sample_scan_protocol = To assess the raw probe signal intensities, chips were scanned using a GeneChip® scanner 3000 (Affymetrix).
!Sample_description = ---
!Sample_data_processing = Data were normalized using RMA as implemented in the Affy package (version 1.34.0) of Bioconductor. Expression values are represented on a log2-scale.
!Sample_platform_id = GPL570
!Sample_contact_name = Rekin's,,Janky
!Sample_contact_email = Nucleomics.Bioinformatics@vib.be
!Sample_contact_department = Nucleomics Core
!Sample_contact_institute = VIB
!Sample_contact_address = Herestraat 49 Box 816
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = B-3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM960nnn/GSM960289/suppl/GSM960289_hyb12857.CEL.gz
!Sample_series_id = GSE39293
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = log2 RMA normalized signal intensity
#ABS_CALL = the MAS 5.0 detection call in an absolute analysis that indicates if the transcript was present (P), absent (A), marginal (M), or no call (NC)
#DETECTION P-VALUE = 'detection p-value', p-value that indicates the significance level of the detection call
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1007_s_at	10.11609936	P	0.000219
1053_at	5.527842906	P	0.003067
117_at	3.450121398	A	0.47938
121_at	6.405469054	P	0.014937
1255_g_at	1.614592739	A	0.621815
1294_at	4.205610852	P	0.019303
1316_at	4.481834589	P	0.000959
1320_at	3.491330707	A	0.561639
1405_i_at	1.81501865	A	0.88955
1431_at	2.338315867	A	0.117161
1438_at	5.340074571	M	0.060419
1487_at	7.157340247	P	0.019303
1494_f_at	4.999941927	A	0.066865
1552256_a_at	6.417263298	P	0.002924
1552257_a_at	8.249820291	P	0.001673
1552258_at	3.911554834	A	0.394838
1552261_at	2.866659816	A	0.813028
1552263_at	4.936163754	P	0.00222
1552264_a_at	6.270471506	P	0.00222
1552266_at	1.738834175	A	0.106612
1552269_at	2.335845215	A	0.945245
1552271_at	3.964966847	A	0.97477
1552272_a_at	3.895369312	A	0.266847
1552274_at	7.47589984	P	0.001673
1552275_s_at	5.26146175	P	0.003823
1552276_a_at	4.295908229	A	0.266847
1552277_a_at	7.800371565	P	0.001673
1552278_a_at	3.67896241	A	0.535424
1552279_a_at	5.411832825	P	0.004963
1552280_at	2.572035878	A	0.5
1552281_at	4.592378175	A	0.186972
1552283_s_at	3.320942136	P	0.016427
1552286_at	5.489734558	P	0.006396
1552287_s_at	5.905835749	P	0.001673
1552288_at	2.419969665	A	0.934667
1552289_a_at	3.304724763	A	0.211798
1552291_at	5.985646287	P	0.002924
1552293_at	2.693493239	A	0.813028
1552295_a_at	6.034353096	A	0.07743
1552296_at	2.443540779	A	0.671679
1552299_at	2.643353655	A	0.605162
1552301_a_at	4.891497827	P	0.00222
1552302_at	1.374135659	A	0.788202
1552303_a_at	3.568815192	A	0.5
1552304_at	2.960042427	A	0.328321
1552306_at	2.930826945	P	0.00222
1552307_a_at	4.870285723	A	0.091157
1552309_a_at	5.866022789	P	0.001673
1552310_at	6.625800786	P	0.001673
1552311_a_at	5.440285762	A	0.123873
1552312_a_at	4.930820499	P	0.001673
1552314_a_at	3.403438875	P	0.04558
1552315_at	3.645847524	A	0.211798
1552316_a_at	1.847965649	A	0.983573
1552318_at	1.62477244	A	0.703144
1552319_a_at	7.794636984	P	0.001673
1552320_a_at	1.587052234	A	0.813028
1552321_a_at	1.613316837	A	0.969058
1552322_at	1.627935782	A	0.143002
1552323_s_at	2.446149517	A	0.143002
1552325_at	1.326810758	A	0.106612
1552326_a_at	3.959897583	P	0.02523
1552327_at	1.960489782	A	0.638946
1552329_at	4.950174805	P	0.001673
1552330_at	5.049597462	P	0.001673
1552332_at	6.038169467	A	0.813028
1552334_at	4.442056973	A	0.065333
1552335_at	4.268468888	A	0.5
1552337_s_at	2.505309923	A	0.361054
1552338_at	2.876009882	A	0.995037
1552340_at	3.327094243	A	0.733153
1552343_s_at	3.40324837	P	0.013116
