^SAMPLE = GSM162933
!Sample_title = Melanoma cell line MM415
!Sample_geo_accession = GSM162933
!Sample_status = Public on Oct 01 2007
!Sample_submission_date = Feb 15 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line MM415
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line MM415 established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr Peter G Parsons
!Sample_treatment_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450.
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2).
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM162nnn/GSM162933/suppl/GSM162933.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM162nnn/GSM162933/suppl/GSM162933.CHP.gz
!Sample_relation = Affiliated with: GSM700988
!Sample_relation = Affiliated with: GSM804334
!Sample_relation = Affiliated with: GSM804335
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_series_id = GSE7152
!Sample_series_id = GSE7153
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	275.745	P	0.000389797
AFFX-BioB-M_at	375.043	P	4.42873e-05
AFFX-BioB-3_at	310.901	P	5.16732e-05
AFFX-BioC-5_at	662.354	P	5.16732e-05
AFFX-BioC-3_at	667.546	P	4.42873e-05
AFFX-BioDn-5_at	780.012	P	4.42873e-05
AFFX-BioDn-3_at	3153.05	P	4.42873e-05
AFFX-CreX-5_at	8447.1	P	5.16732e-05
AFFX-CreX-3_at	11024.5	P	4.42873e-05
AFFX-DapX-5_at	388.45	P	5.16732e-05
AFFX-DapX-M_at	692.566	P	0.000509415
AFFX-DapX-3_at	736.611	P	5.16732e-05
AFFX-LysX-5_at	46.4237	P	0.000224668
AFFX-LysX-M_at	63.3024	P	0.0125468
AFFX-LysX-3_at	100.48	P	0.000126798
AFFX-PheX-5_at	59.7316	P	6.02111e-05
AFFX-PheX-M_at	81.6402	P	0.0012475
AFFX-PheX-3_at	75.2994	P	0.00255552
AFFX-ThrX-5_at	79.278	P	0.000169227
AFFX-ThrX-M_at	113.2	P	4.42873e-05
AFFX-ThrX-3_at	150.333	P	8.14279e-05
AFFX-TrpnX-5_at	12.7001	A	0.083592
AFFX-TrpnX-M_at	11.2115	A	0.544587
AFFX-TrpnX-3_at	0.684749	A	0.9273
AFFX-r2-Ec-bioB-5_at	323.601	P	0.000244141
AFFX-r2-Ec-bioB-M_at	511.484	P	0.000244141
AFFX-r2-Ec-bioB-3_at	310.621	P	0.000244141
AFFX-r2-Ec-bioC-5_at	636.108	P	0.000244141
AFFX-r2-Ec-bioC-3_at	906.647	P	0.000244141
AFFX-r2-Ec-bioD-5_at	3067.02	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3747.27	P	0.000244141
AFFX-r2-P1-cre-5_at	12807.4	P	0.000244141
AFFX-r2-P1-cre-3_at	14519.5	P	0.000244141
AFFX-r2-Bs-dap-5_at	558.579	P	0.000244141
AFFX-r2-Bs-dap-M_at	693.374	P	0.000244141
AFFX-r2-Bs-dap-3_at	919.307	P	0.000244141
AFFX-r2-Bs-lys-5_at	54.5815	P	0.000244141
AFFX-r2-Bs-lys-M_at	60.7243	P	0.000244141
AFFX-r2-Bs-lys-3_at	62.8868	P	0.000244141
AFFX-r2-Bs-phe-5_at	93.4008	P	0.000244141
AFFX-r2-Bs-phe-M_at	80.8866	P	0.000732422
AFFX-r2-Bs-phe-3_at	142.199	P	0.000732422
AFFX-r2-Bs-thr-3_s_at	237.919	P	0.0012207
AFFX-r2-Bs-thr-M_s_at	177.844	P	0.000732422
AFFX-r2-Bs-thr-5_s_at	155.245	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	247.991	P	0.000509415
AFFX-HUMISGF3A/M97935_MA_at	337.177	P	6.02111e-05
AFFX-HUMISGF3A/M97935_MB_at	360.922	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	871.919	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	77.1516	P	0.00110197
AFFX-HUMRGE/M10098_M_at	61.899	P	0.000972149
AFFX-HUMRGE/M10098_3_at	136.494	P	0.002867
AFFX-HUMGAPDH/M33197_5_at	14225.6	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	12501.3	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	13347.5	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	9395.32	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	10140.6	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	11179.5	P	4.42873e-05
AFFX-M27830_5_at	759.911	P	4.42873e-05
AFFX-M27830_M_at	1030.67	P	0.00179591
AFFX-M27830_3_at	9.38037	A	0.559354
AFFX-hum_alu_at	13977.4	P	2.6068e-13
1007_s_at	239.52	P	0.00418033
1053_at	489.153	P	0.000321521
117_at	40.1313	P	0.00358487
121_at	163.769	P	0.00564279
1255_g_at	2.86053	A	0.765443
1294_at	103.401	P	0.00868918
1316_at	29.1745	P	0.0130918
1320_at	13.344	A	0.47938
1405_i_at	2.29484	A	0.681117
1431_at	8.69134	A	0.127645
1438_at	26.0161	A	0.162935
1487_at	242.376	P	0.0313357
1494_f_at	7.64038	A	0.47938
1598_g_at	125.544	A	0.0738301
160020_at	654.982	P	0.000265621
1729_at	97.6785	P	0.00564279
1773_at	208.049	P	0.00306668
177_at	39.4558	P	0.000804598
179_at	123.922	P	0.0170005
1861_at	151.578	P	0.000388206
200000_s_at	637.099	P	0.000244141
200001_at	1850.23	P	0.000732422
200002_at	9906.73	P	0.000244141
200003_s_at	14027	P	0.000244141
200004_at	6196.83	P	0.000244141
200005_at	2047.38	P	0.000244141
