^SAMPLE = GSM162905
!Sample_title = Melanoma cell line MM170
!Sample_geo_accession = GSM162905
!Sample_status = Public on Mar 31 2007
!Sample_submission_date = Feb 14 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line MM170
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line MM170 established from a metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr Peter G Parsons
!Sample_growth_protocol_ch1 = Melanoma cell line was cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450.
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2).
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM162nnn/GSM162905/suppl/GSM162905.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM162nnn/GSM162905/suppl/GSM162905.CHP.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_series_id = GSE7152
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absetn/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	212.437	P	0.000224668
AFFX-BioB-M_at	377.873	P	4.42873e-05
AFFX-BioB-3_at	227.656	P	4.42873e-05
AFFX-BioC-5_at	522.047	P	5.16732e-05
AFFX-BioC-3_at	556.322	P	4.42873e-05
AFFX-BioDn-5_at	613.656	P	4.42873e-05
AFFX-BioDn-3_at	2391.41	P	4.42873e-05
AFFX-CreX-5_at	6574.2	P	4.42873e-05
AFFX-CreX-3_at	9001.72	P	4.42873e-05
AFFX-DapX-5_at	194.169	P	8.14279e-05
AFFX-DapX-M_at	375.83	P	0.000662269
AFFX-DapX-3_at	551.037	P	5.16732e-05
AFFX-LysX-5_at	42.4532	P	0.000509415
AFFX-LysX-M_at	66.7685	P	0.00401447
AFFX-LysX-3_at	159.794	P	0.000126798
AFFX-PheX-5_at	56.761	P	0.000146581
AFFX-PheX-M_at	55.337	P	0.000972149
AFFX-PheX-3_at	58.2454	P	0.0012475
AFFX-ThrX-5_at	41.3066	P	0.000169227
AFFX-ThrX-M_at	82.7153	P	0.000195116
AFFX-ThrX-3_at	114.104	P	0.000146581
AFFX-TrpnX-5_at	13.5617	A	0.165861
AFFX-TrpnX-M_at	2.66377	A	0.737173
AFFX-TrpnX-3_at	15.2243	A	0.250796
AFFX-r2-Ec-bioB-5_at	281.275	P	0.000244141
AFFX-r2-Ec-bioB-M_at	517.19	P	0.000244141
AFFX-r2-Ec-bioB-3_at	235.886	P	0.000244141
AFFX-r2-Ec-bioC-5_at	596.076	P	0.000244141
AFFX-r2-Ec-bioC-3_at	808.346	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2322.99	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2949.25	P	0.000244141
AFFX-r2-P1-cre-5_at	10126.8	P	0.000244141
AFFX-r2-P1-cre-3_at	13433	P	0.000244141
AFFX-r2-Bs-dap-5_at	290.577	P	0.000244141
AFFX-r2-Bs-dap-M_at	407.373	P	0.000244141
AFFX-r2-Bs-dap-3_at	711.574	P	0.000244141
AFFX-r2-Bs-lys-5_at	55.071	P	0.000244141
AFFX-r2-Bs-lys-M_at	66.0615	P	0.000244141
AFFX-r2-Bs-lys-3_at	38.3955	P	0.000732422
AFFX-r2-Bs-phe-5_at	85.4932	P	0.000244141
AFFX-r2-Bs-phe-M_at	60.0724	P	0.000244141
AFFX-r2-Bs-phe-3_at	113.211	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	223.147	P	0.000732422
AFFX-r2-Bs-thr-M_s_at	130.977	P	0.00292969
AFFX-r2-Bs-thr-5_s_at	71.5277	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	222.411	P	0.000389797
AFFX-HUMISGF3A/M97935_MA_at	315.113	P	9.4506e-05
AFFX-HUMISGF3A/M97935_MB_at	288.005	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	850.229	P	5.16732e-05
AFFX-HUMRGE/M10098_5_at	48.2708	P	0.0200219
AFFX-HUMRGE/M10098_M_at	81.8524	P	0.00159257
AFFX-HUMRGE/M10098_3_at	84.5228	P	0.0044838
AFFX-HUMGAPDH/M33197_5_at	12308.9	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	11472	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	11373.5	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	9876.71	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	10613.7	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	10439.4	P	4.42873e-05
AFFX-M27830_5_at	199.312	P	4.42873e-05
AFFX-M27830_M_at	290.065	P	0.0044838
AFFX-M27830_3_at	5.39328	A	0.631562
AFFX-hum_alu_at	12125.6	P	2.6068e-13
1007_s_at	580.646	P	0.000265621
1053_at	536.013	P	0.000265621
117_at	108.993	P	0.00160229
121_at	154.072	P	0.00868918
1255_g_at	21.3784	P	0.0351629
1294_at	45.4367	A	0.0738301
1316_at	24.6013	P	0.0170005
1320_at	15.3984	A	0.438361
1405_i_at	15.0638	P	0.036797
1431_at	11.8371	A	0.0668649
1438_at	157.763	P	0.000561689
1487_at	202.384	P	0.00486276
1494_f_at	35.2084	P	0.0489947
1598_g_at	195.758	P	0.0218664
160020_at	561.022	P	0.000321521
1729_at	243.893	P	0.000804598
1773_at	247.968	P	0.000467546
177_at	42.2802	P	0.000388206
179_at	99.0382	P	0.0393654
