^SAMPLE = GSM1374959
!Sample_title = SBCG2008008-D3S1C0014R
!Sample_geo_accession = GSM1374959
!Sample_status = Public on Apr 28 2014
!Sample_submission_date = Apr 25 2014
!Sample_last_update_date = Apr 28 2014
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = AZ GENE EXPRESSION
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: TE3
!Sample_characteristics_ch1 = tissue: Esophagus
!Sample_characteristics_ch1 = disease: Esophageal cancer
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA was extracted from cell lines using the Qiagen RNeasy kit as per the manufacturer's instructions. RNA quantity was determined using a Nanodrop spectrophotometer and both 260/280 and 260/230 ratios were evaluated. RNA quality was assessed using an Agilent RNA 6000 Nano Chip and the RNA Integrity Number (RIN) value of each sample was determined.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix protocol
!Sample_hyb_protocol = Affymetrix protocol
!Sample_scan_protocol = Affymetrix protocol
!Sample_description = Untreated
!Sample_data_processing = The data were analysed with the robust multichip analysis algorithm.  The data is returned in log2 normalised format. The RMA version used was from the bioconductor package affy, stable release version number 1.40.
!Sample_platform_id = GPL570
!Sample_contact_name = Mark,,Wappett
!Sample_contact_email = mark.wappett@astrazeneca.com
!Sample_contact_laboratory = Bioinformatics
!Sample_contact_department = Oncology
!Sample_contact_institute = AstraZeneca
!Sample_contact_address = Alderley Park
!Sample_contact_city = Macclesfield
!Sample_contact_zip/postal_code = SK10 4TG
!Sample_contact_country = United Kingdom
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1374nnn/GSM1374959/suppl/GSM1374959_SBCG2008008-D3S1C0014R.CEL.gz
!Sample_series_id = GSE57083
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = RMA log2 signal intensity
!sample_table_begin
ID_REF	VALUE
1007_s_at	10.8061530621835
1053_at	8.80595637156412
117_at	4.83453133910762
121_at	7.57777328036517
1255_g_at	2.6698516646654
1294_at	6.35788471004288
1316_at	5.104653703075
1320_at	4.99678702914967
1405_i_at	8.29286390272089
1431_at	3.51275193323988
1438_at	6.74208188040274
1487_at	8.33617591701005
1494_f_at	5.66957410284657
1552256_a_at	8.7704319564729
1552257_a_at	9.31849869193513
1552258_at	5.11996950310798
1552261_at	4.61992777370974
1552263_at	5.60290330654535
1552264_a_at	8.58117073414794
1552266_at	2.62387853849018
1552269_at	4.78293671792439
1552271_at	5.2665901477539
1552272_a_at	5.0060442894287
1552274_at	6.38849133614083
1552275_s_at	6.12330549657696
1552276_a_at	5.88355884933624
1552277_a_at	8.95948441049926
1552278_a_at	6.21715790050516
1552279_a_at	7.04058025759841
1552280_at	3.77612525245063
1552281_at	6.08677170016066
1552283_s_at	4.33644896884134
1552286_at	5.97285942814194
1552287_s_at	6.45765129497368
1552288_at	4.21317071219066
1552289_a_at	4.60568323823067
1552291_at	6.20637930272051
1552293_at	4.20641988243507
1552295_a_at	6.71046993358814
1552296_at	3.18882967389095
1552299_at	3.69690580693828
1552301_a_at	6.92863098063904
1552302_at	3.17776655376478
1552303_a_at	4.64943809805142
1552304_at	4.62150304154479
1552306_at	5.93939521735551
1552307_a_at	6.12696638875266
1552309_a_at	4.75980956878606
1552310_at	7.7831169601167
1552311_a_at	6.37779338833225
1552312_a_at	5.75645522822256
1552314_a_at	5.38361754653057
1552315_at	4.01725847526992
1552316_a_at	3.03694088946451
1552318_at	3.1722937888465
1552319_a_at	6.82852615450495
1552320_a_at	3.01637605517952
1552321_a_at	3.07535574481968
1552322_at	3.34676859060112
1552323_s_at	4.92406965077569
1552325_at	2.70152591921227
1552326_a_at	3.96543484285434
1552327_at	3.43325085765751
1552329_at	6.28294828607531
1552330_at	6.08866778371674
1552332_at	7.58876804156104
1552334_at	5.72630771025323
