^SAMPLE = GSM170589
!Sample_title = Melanoma cell line D29
!Sample_geo_accession = GSM170589
!Sample_status = Public on Mar 31 2007
!Sample_submission_date = Feb 20 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line D29
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr C. Schmidt
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450.
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). 
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170589/suppl/GSM170589.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170589/suppl/GSM170589.CHP.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_series_id = GSE7152
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	267.241	P	0.000195116
AFFX-BioB-M_at	397.079	P	4.42873e-05
AFFX-BioB-3_at	244.72	P	4.42873e-05
AFFX-BioC-5_at	564.842	P	6.02111e-05
AFFX-BioC-3_at	655.882	P	6.02111e-05
AFFX-BioDn-5_at	735.442	P	4.42873e-05
AFFX-BioDn-3_at	2751.24	P	4.42873e-05
AFFX-CreX-5_at	7339.81	P	5.16732e-05
AFFX-CreX-3_at	9368.22	P	4.42873e-05
AFFX-DapX-5_at	29.4283	P	0.00159257
AFFX-DapX-M_at	47.8082	P	0.0103167
AFFX-DapX-3_at	51.1013	P	0.000581214
AFFX-LysX-5_at	8.85726	A	0.195266
AFFX-LysX-M_at	4.81848	A	0.60308
AFFX-LysX-3_at	18.5112	M	0.0584438
AFFX-PheX-5_at	2.57653	A	0.574038
AFFX-PheX-M_at	6.43693	A	0.659339
AFFX-PheX-3_at	21.0411	A	0.250796
AFFX-ThrX-5_at	11.0125	A	0.368438
AFFX-ThrX-M_at	9.75294	A	0.195266
AFFX-ThrX-3_at	11.9205	A	0.156732
AFFX-TrpnX-5_at	16.0377	P	0.0336653
AFFX-TrpnX-M_at	2.17387	A	0.737173
AFFX-TrpnX-3_at	8.71993	A	0.262827
AFFX-r2-Ec-bioB-5_at	328.587	P	0.000244141
AFFX-r2-Ec-bioB-M_at	507.59	P	0.000244141
AFFX-r2-Ec-bioB-3_at	304.807	P	0.000244141
AFFX-r2-Ec-bioC-5_at	657.031	P	0.000244141
AFFX-r2-Ec-bioC-3_at	855.686	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2808.09	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3382.05	P	0.000244141
AFFX-r2-P1-cre-5_at	10854.8	P	0.000244141
AFFX-r2-P1-cre-3_at	11925.5	P	0.000244141
AFFX-r2-Bs-dap-5_at	14.6047	P	0.0141602
AFFX-r2-Bs-dap-M_at	43.3485	P	0.000244141
AFFX-r2-Bs-dap-3_at	62.3304	P	0.00195313
AFFX-r2-Bs-lys-5_at	4.90077	A	0.27417
AFFX-r2-Bs-lys-M_at	4.43632	A	0.466064
AFFX-r2-Bs-lys-3_at	5.73447	A	0.219482
AFFX-r2-Bs-phe-5_at	1.65276	A	0.696289
AFFX-r2-Bs-phe-M_at	1.24164	A	0.696289
AFFX-r2-Bs-phe-3_at	21.7434	P	0.00415039
AFFX-r2-Bs-thr-3_s_at	3.40236	A	0.780518
AFFX-r2-Bs-thr-M_s_at	30.3371	A	0.171387
AFFX-r2-Bs-thr-5_s_at	18.8509	P	0.0302734
AFFX-HUMISGF3A/M97935_5_at	210.933	P	0.000258358
AFFX-HUMISGF3A/M97935_MA_at	316.342	P	0.00010954
AFFX-HUMISGF3A/M97935_MB_at	283.725	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	743.963	P	5.16732e-05
AFFX-HUMRGE/M10098_5_at	127.763	P	0.000753643
AFFX-HUMRGE/M10098_M_at	109.731	P	0.000146581
AFFX-HUMRGE/M10098_3_at	140.618	P	0.000972149
AFFX-HUMGAPDH/M33197_5_at	12580.8	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	11169	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	11370.2	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	7237.45	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	7353.46	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	8470.96	P	4.42873e-05
AFFX-M27830_5_at	536.947	P	4.42873e-05
AFFX-M27830_M_at	913.177	P	0.00227496
AFFX-M27830_3_at	24.5475	A	0.313723
AFFX-hum_alu_at	11396.4	P	2.6068e-13
1007_s_at	651.196	P	0.000265621
1053_at	491.049	P	0.000561689
117_at	53.3651	P	0.00998544
121_at	195.646	P	0.0170005
1255_g_at	4.07931	A	0.67917
1294_at	65.8846	P	0.0114474
1316_at	27.0727	P	0.00358487
1320_at	23.5396	A	0.150527
1405_i_at	1.48866	A	0.745101
1431_at	11.2851	A	0.150527
1438_at	189.083	P	0.000561689
1487_at	176.935	P	0.0439678
1494_f_at	19.2809	A	0.138765
1598_g_at	211.821	P	0.00998544
160020_at	991.77	P	0.000265621
1729_at	82.4961	P	0.000673102
1773_at	331.931	P	0.000959383
177_at	27.9326	P	0.00754291
179_at	144.96	P	0.024711
1861_at	161.579	P	0.000321521
200000_s_at	819.683	P	0.000244141
200001_at	3593.46	P	0.000244141
