^SAMPLE = GSM1374851
!Sample_title = RKO
!Sample_geo_accession = GSM1374851
!Sample_status = Public on Apr 28 2014
!Sample_submission_date = Apr 25 2014
!Sample_last_update_date = Apr 28 2014
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = AZ GENE EXPRESSION
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = cell line: RKO
!Sample_characteristics_ch1 = tissue: Colon
!Sample_characteristics_ch1 = disease: carcinoma
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA was extracted from cell lines using the Qiagen RNeasy kit as per the manufacturer's instructions. RNA quantity was determined using a Nanodrop spectrophotometer and both 260/280 and 260/230 ratios were evaluated. RNA quality was assessed using an Agilent RNA 6000 Nano Chip and the RNA Integrity Number (RIN) value of each sample was determined.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Affymetrix protocol
!Sample_hyb_protocol = Affymetrix protocol
!Sample_scan_protocol = Affymetrix protocol
!Sample_description = Untreated
!Sample_data_processing = The data were analysed with the robust multichip analysis algorithm.  The data is returned in log2 normalised format. The RMA version used was from the bioconductor package affy, stable release version number 1.40.
!Sample_platform_id = GPL570
!Sample_contact_name = Mark,,Wappett
!Sample_contact_email = mark.wappett@astrazeneca.com
!Sample_contact_laboratory = Bioinformatics
!Sample_contact_department = Oncology
!Sample_contact_institute = AstraZeneca
!Sample_contact_address = Alderley Park
!Sample_contact_city = Macclesfield
!Sample_contact_zip/postal_code = SK10 4TG
!Sample_contact_country = United Kingdom
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1374nnn/GSM1374851/suppl/GSM1374851_RKO.CEL.gz
!Sample_series_id = GSE57083
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = RMA log2 signal intensity
!sample_table_begin
ID_REF	VALUE
1007_s_at	8.03517918697345
1053_at	8.79267054917528
117_at	5.40613329228837
121_at	6.65216243882844
1255_g_at	2.94406305445465
1294_at	5.31444395680643
1316_at	4.93168190483418
1320_at	5.03993271290427
1405_i_at	3.27753196339062
1431_at	4.33094253531714
1438_at	5.40957008886802
1487_at	8.70089756666236
1494_f_at	5.11454519976421
1552256_a_at	10.0461722356457
1552257_a_at	10.5452380148695
1552258_at	4.87182515895226
1552261_at	4.29347266911203
1552263_at	6.01969569390912
1552264_a_at	8.29705387277341
1552266_at	3.14125983575813
1552269_at	4.07291089370076
1552271_at	6.71997176846544
1552272_a_at	6.93389858481645
1552274_at	6.67140412589469
1552275_s_at	6.70520484499637
1552276_a_at	5.53560329161798
1552277_a_at	10.023300006262
1552278_a_at	6.19172963615887
1552279_a_at	6.86898343326236
1552280_at	3.0847914064556
1552281_at	6.34647495697316
1552283_s_at	6.11989250587827
1552286_at	5.65971498332857
1552287_s_at	8.75711576222224
1552288_at	4.4302161306131
1552289_a_at	4.25964376348948
1552291_at	5.55035904678551
1552293_at	4.4758423124039
1552295_a_at	8.041995679938
1552296_at	2.96938085582138
1552299_at	4.49431258048338
1552301_a_at	4.0703463195156
1552302_at	2.67667915956716
1552303_a_at	4.8507320892971
1552304_at	3.72689865150832
1552306_at	4.44400130978466
1552307_a_at	6.75747472282064
1552309_a_at	3.22007721522227
1552310_at	6.8027328396127
1552311_a_at	6.56427673213254
1552312_a_at	5.66501772283322
1552314_a_at	5.16456549239058
1552315_at	4.79915681487755
1552316_a_at	3.32478625833812
1552318_at	3.19600231790649
1552319_a_at	3.53559142058277
1552320_a_at	2.94765668153966
1552321_a_at	3.54253370747373
1552322_at	3.11168576077206
1552323_s_at	3.34156551510698
1552325_at	3.10275225829407
1552326_a_at	4.90218535530892
1552327_at	2.91905081795703
1552329_at	4.28460995355841
1552330_at	4.33485661767366
