^SAMPLE = GSM960278
!Sample_title = 10-HaCaT control a
!Sample_geo_accession = GSM960278
!Sample_status = Public on Jul 03 2013
!Sample_submission_date = Jul 12 2012
!Sample_last_update_date = Jul 03 2013
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = HaCaT cells, 72h growth
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: skin
!Sample_characteristics_ch1 = cell type: keratinocyte
!Sample_characteristics_ch1 = description: in vitro spontaneously transformed
!Sample_characteristics_ch1 = cell line: HaCaT
!Sample_biomaterial_provider_ch1 = CLS: #300493
!Sample_treatment_protocol_ch1 = attached cells (24 h after passaging), grown for 72 h in renewed medium
!Sample_growth_protocol_ch1 = cultured at 37°C, 5% CO2 in DMEM, supplemented with 10% fetal calf serum , 1% L-glutamine, 1% nonessential amino acids, 1% sodium pyruvate and 1% HEPES
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = 106 cells were lysed with TRIzol reagent for 3 minutes at RT, 20% chloroform was added, centrifuged for 15 minutes at 4°C at 13.000 g, RNA was further isolated with RNeasy Mini Kit (Qiagen)
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = RNA concentration and purity were determined spectrophotometrically using the Nanodrop ND-1000 (Nanodrop Technologies) and RNA integrity was assessed using a Bioanalyser 2100 (Agilent). Per sample, an amount of 100 ng of total RNA spiked with bacterial RNA transcript positive controls (Affymetrix) was amplified and labeled using the GeneChip 3' IVT express kit (Affymetrix). All steps were carried out according to the manufacturers protocol (Affymetrix).
!Sample_hyb_protocol = A mixture of purified and fragmented biotinylated aRNA and hybridisation controls (Affymetrix) was hybridised on Affymetrix HG U133 Plus 2.0 arrays followed by staining and washing in a GeneChip® fluidics station 450  (Affymetrix) according to the manufacturer’s procedures.
!Sample_scan_protocol = To assess the raw probe signal intensities, chips were scanned using a GeneChip® scanner 3000 (Affymetrix).
!Sample_description = ---
!Sample_data_processing = Data were normalized using RMA as implemented in the Affy package (version 1.34.0) of Bioconductor. Expression values are represented on a log2-scale.
!Sample_platform_id = GPL570
!Sample_contact_name = Rekin's,,Janky
!Sample_contact_email = Nucleomics.Bioinformatics@vib.be
!Sample_contact_department = Nucleomics Core
!Sample_contact_institute = VIB
!Sample_contact_address = Herestraat 49 Box 816
!Sample_contact_city = Leuven
!Sample_contact_zip/postal_code = B-3000
!Sample_contact_country = Belgium
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM960nnn/GSM960278/suppl/GSM960278_hyb12846.CEL.gz
!Sample_series_id = GSE39293
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = log2 RMA normalized signal intensity
#ABS_CALL = the MAS 5.0 detection call in an absolute analysis that indicates if the transcript was present (P), absent (A), marginal (M), or no call (NC)
#DETECTION P-VALUE = 'detection p-value', p-value that indicates the significance level of the detection call
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1007_s_at	9.160183853	P	0.000219
1053_at	7.654890394	P	0.000266
117_at	3.600867495	A	0.175989
121_at	5.885797801	M	0.060419
1255_g_at	1.760595097	A	0.5
1294_at	5.207888936	P	0.002228
1316_at	5.150701258	P	0.000673
1320_at	3.431370805	A	0.284747
1405_i_at	7.061679422	P	0.000491
1431_at	2.060128345	A	0.5
1438_at	4.412243747	P	0.035163
1487_at	7.270843199	P	0.007543
1494_f_at	4.027655143	A	0.107301
1552256_a_at	6.085450768	P	0.006396
1552257_a_at	7.024253342	P	0.003823
1552258_at	4.149605824	A	0.164032
1552261_at	2.872443918	A	0.143002
1552263_at	5.61359456	P	0.001673
1552264_a_at	6.398157906	P	0.001673
1552266_at	1.569432032	A	0.143002
1552269_at	3.124131525	A	0.186972
1552271_at	3.771468988	A	0.945245
1552272_a_at	3.945187173	P	0.02043
1552274_at	5.616539123	P	0.00222
1552275_s_at	3.391913285	A	0.106612
1552276_a_at	4.003274361	A	0.328321
1552277_a_at	8.487626735	P	0.001673
1552278_a_at	4.687355171	A	0.143002
1552279_a_at	5.633653535	P	0.006396
1552280_at	2.426303095	A	0.893388
1552281_at	4.11091968	A	0.605162
1552283_s_at	3.961802071	P	0.001673
1552286_at	4.370305223	M	0.054755
1552287_s_at	7.312807708	P	0.001673
1552288_at	2.270906981	A	0.394838
1552289_a_at	2.765085862	A	0.429432
1552291_at	6.349415064	P	0.001673
1552293_at	2.882180444	A	0.813028
1552295_a_at	5.249090973	M	0.054755
1552296_at	2.324400925	A	0.638946
1552299_at	3.852197537	P	0.002924
1552301_a_at	5.421026089	P	0.001673
1552302_at	3.065714909	P	0.002924
1552303_a_at	4.631431375	P	0.002924
1552304_at	4.865274627	P	0.00222
1552306_at	5.77988022	P	0.001673
1552307_a_at	4.276267019	A	0.091157
1552309_a_at	4.102154582	P	0.001673
1552310_at	7.611100524	P	0.001673
1552311_a_at	4.99364537	A	0.296856
1552312_a_at	6.019653585	P	0.001673
1552314_a_at	4.156347837	P	0.002924
1552315_at	3.168915469	A	0.296856
1552316_a_at	1.942042738	A	0.945245
1552318_at	1.737214519	A	0.876127
1552319_a_at	6.53312931	P	0.001673
1552320_a_at	1.502886906	A	0.238453
1552321_a_at	1.722454427	A	0.945245
1552322_at	2.226978907	P	0.04558
1552323_s_at	4.203457163	P	0.001673
1552325_at	1.417059369	A	0.429432
1552326_a_at	2.434428073	A	0.328321
1552327_at	2.467637957	A	0.238453
1552329_at	6.162540618	P	0.001673
1552330_at	5.959445239	P	0.001673
1552332_at	6.682609436	A	0.186972
1552334_at	4.936581676	P	0.008184
1552335_at	6.056842016	P	0.004963
1552337_s_at	2.027995431	A	0.671679
1552338_at	2.456347108	A	0.995037
1552340_at	2.81711921	A	0.97957
1552343_s_at	3.045562777	P	0.006396
1552344_s_at	6.493199855	P	0.001673
1552347_at	5.407590549	P	0.001673
1552348_at	2.66656943	A	0.429432
1552349_a_at	2.959136884	A	0.605162
1552354_at	3.00304909	A	0.986884
