^SAMPLE = GSM1017471
!Sample_title = HCT116_6c
!Sample_geo_accession = GSM1017471
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = HCT 116
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: male
!Sample_characteristics_ch1 = organ: Colon
!Sample_characteristics_ch1 = disease: colorectal carcinoma
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: no
!Sample_characteristics_ch1 = metastatic_site: n/a
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: HCT 116
!Sample_characteristics_ch1 = atcc_number: CCL-247
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = HCT 116, replicate 3
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017471/suppl/GSM1017471_mRNA_6c_041206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	11808.79	7.54E-04
AFFX-BioB-M_at	13656.69	6.02E-05
AFFX-BioB-3_at	7694.77	1.47E-04
AFFX-BioC-5_at	24686.36	4.43E-05
AFFX-BioC-3_at	32180.57	4.43E-05
AFFX-BioDn-5_at	52047.74	4.43E-05
AFFX-BioDn-3_at	150082.16	1.47E-04
AFFX-CreX-5_at	401291.78	4.43E-05
AFFX-CreX-3_at	479773.60	4.43E-05
AFFX-DapX-5_at	22154.68	4.43E-05
AFFX-DapX-M_at	35619.02	6.62E-04
AFFX-DapX-3_at	50158.19	4.43E-05
AFFX-LysX-5_at	3267.40	2.25E-04
AFFX-LysX-M_at	4212.30	5.56E-03
AFFX-LysX-3_at	10092.25	1.10E-04
AFFX-PheX-5_at	5028.12	5.17E-05
AFFX-PheX-M_at	4874.27	8.57E-04
AFFX-PheX-3_at	4485.29	2.25E-04
AFFX-ThrX-5_at	4806.30	6.02E-05
AFFX-ThrX-M_at	8594.99	8.14E-05
AFFX-ThrX-3_at	12953.40	7.01E-05
AFFX-TrpnX-5_at	927.55	1.48E-01
AFFX-TrpnX-M_at	54.14	9.89E-01
AFFX-TrpnX-3_at	57.48	5.15E-01
AFFX-r2-Ec-bioB-5_at	17346.05	2.44E-04
AFFX-r2-Ec-bioB-M_at	18132.90	2.44E-04
AFFX-r2-Ec-bioB-3_at	12194.70	2.44E-04
AFFX-r2-Ec-bioC-5_at	35286.37	2.44E-04
AFFX-r2-Ec-bioC-3_at	48920.31	2.44E-04
AFFX-r2-Ec-bioD-5_at	176824.33	2.44E-04
AFFX-r2-Ec-bioD-3_at	210041.92	2.44E-04
AFFX-r2-P1-cre-5_at	620951.25	2.44E-04
AFFX-r2-P1-cre-3_at	858783.90	2.44E-04
AFFX-r2-Bs-dap-5_at	30953.88	2.44E-04
AFFX-r2-Bs-dap-M_at	40922.89	2.44E-04
AFFX-r2-Bs-dap-3_at	58205.70	2.44E-04
AFFX-r2-Bs-lys-5_at	4387.63	2.44E-04
AFFX-r2-Bs-lys-M_at	3940.32	1.22E-03
AFFX-r2-Bs-lys-3_at	5356.21	2.44E-04
AFFX-r2-Bs-phe-5_at	6436.60	2.44E-04
AFFX-r2-Bs-phe-M_at	7560.80	2.44E-04
AFFX-r2-Bs-phe-3_at	10495.25	2.44E-04
AFFX-r2-Bs-thr-3_s_at	20074.96	2.44E-04
AFFX-r2-Bs-thr-M_s_at	17937.18	5.86E-03
AFFX-r2-Bs-thr-5_s_at	7329.93	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	9574.42	6.62E-04
AFFX-HUMISGF3A/M97935_MA_at	15125.28	2.58E-04
AFFX-HUMISGF3A/M97935_MB_at	10295.17	5.17E-05
AFFX-HUMISGF3A/M97935_3_at	29123.21	7.01E-05
AFFX-HUMRGE/M10098_5_at	82414.53	4.43E-05
AFFX-HUMRGE/M10098_M_at	43499.96	4.43E-05
AFFX-HUMRGE/M10098_3_at	18086.41	1.27E-04
AFFX-HUMGAPDH/M33197_5_at	732405.25	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	793122.94	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	690724.75	4.43E-05
AFFX-HSAC07/X00351_5_at	435233.50	4.43E-05
AFFX-HSAC07/X00351_M_at	574374.25	4.43E-05
AFFX-HSAC07/X00351_3_at	521067.75	4.43E-05
AFFX-M27830_5_at	21485.10	4.43E-05
AFFX-M27830_M_at	76728.94	2.56E-03
AFFX-M27830_3_at	3056.14	2.63E-01
AFFX-hum_alu_at	970361.10	2.61E-13
1007_s_at	52852.62	2.19E-04
1053_at	31000.98	3.88E-04
117_at	163.01	4.59E-01
121_at	13638.07	1.89E-03
1255_g_at	754.04	2.67E-01
1294_at	1927.23	1.51E-01
1316_at	1629.87	3.52E-02
1320_at	1422.52	1.63E-01
1405_i_at	199.73	5.38E-01
1431_at	470.32	1.90E-01
1438_at	758.67	4.59E-01
1487_at	16397.91	2.19E-02
1494_f_at	3070.06	1.93E-02
1598_g_at	22720.01	1.89E-03
160020_at	3135.82	2.79E-02
1729_at	6931.44	3.58E-03
1773_at	7969.36	8.69E-03
177_at	1616.97	6.69E-02
179_at	10741.17	1.90E-01
1861_at	7778.01	2.62E-03
200000_s_at	49085.86	2.44E-04
200001_at	125873.94	2.44E-04
200002_at	567762.30	2.44E-04
