^SAMPLE = GSM1017505
!Sample_title = SKOV3_18a
!Sample_geo_accession = GSM1017505
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = SK-OV-3
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = organ: Ovary
!Sample_characteristics_ch1 = disease: adenocarcinoma
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: yes
!Sample_characteristics_ch1 = metastatic_site: ascites
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: SK-OV-3
!Sample_characteristics_ch1 = atcc_number: HTB-77
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = SK-OV-3, replicate 1
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017505/suppl/GSM1017505_mRNA_18a_170107.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	8069.89	7.54E-04
AFFX-BioB-M_at	10987.88	5.17E-05
AFFX-BioB-3_at	7323.00	5.17E-05
AFFX-BioC-5_at	22289.07	5.17E-05
AFFX-BioC-3_at	29525.35	4.43E-05
AFFX-BioDn-5_at	46964.93	4.43E-05
AFFX-BioDn-3_at	110525.54	9.45E-05
