^SAMPLE = GSM170850
!Sample_title = Melanoma cell line MM576
!Sample_geo_accession = GSM170850
!Sample_status = Public on Mar 31 2007
!Sample_submission_date = Feb 21 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line MM576
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr Peter G. Parsons
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. 
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). 
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170850/suppl/GSM170850.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170850/suppl/GSM170850.CHP.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	289.645	P	0.000340305
AFFX-BioB-M_at	436.883	P	4.42873e-05
AFFX-BioB-3_at	181.879	P	0.000146581
AFFX-BioC-5_at	522.673	P	7.00668e-05
AFFX-BioC-3_at	567.692	P	5.16732e-05
AFFX-BioDn-5_at	616.803	P	4.42873e-05
AFFX-BioDn-3_at	2864.58	P	5.16732e-05
AFFX-CreX-5_at	6787.66	P	4.42873e-05
AFFX-CreX-3_at	9327.91	P	4.42873e-05
AFFX-DapX-5_at	83.6117	P	0.000389797
AFFX-DapX-M_at	156.785	P	0.0032123
AFFX-DapX-3_at	180.789	P	0.000445901
AFFX-LysX-5_at	19.2748	M	0.0629293
AFFX-LysX-M_at	21.3552	A	0.262827
AFFX-LysX-3_at	20.2798	P	0.00843568
AFFX-PheX-5_at	16.9203	P	0.0166701
AFFX-PheX-M_at	15.6499	A	0.216524
AFFX-PheX-3_at	32.7035	A	0.0676785
AFFX-ThrX-5_at	20.9024	A	0.116113
AFFX-ThrX-M_at	25.8865	P	0.00933744
AFFX-ThrX-3_at	52.8056	P	0.0044838
AFFX-TrpnX-5_at	8.37744	A	0.313723
AFFX-TrpnX-M_at	4.95851	A	0.824672
AFFX-TrpnX-3_at	6.69106	A	0.52976
AFFX-r2-Ec-bioB-5_at	314.596	P	0.000244141
AFFX-r2-Ec-bioB-M_at	424.297	P	0.000244141
AFFX-r2-Ec-bioB-3_at	289.177	P	0.000244141
AFFX-r2-Ec-bioC-5_at	591.078	P	0.000244141
AFFX-r2-Ec-bioC-3_at	824.719	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2770.06	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3223.06	P	0.000244141
AFFX-r2-P1-cre-5_at	11855.1	P	0.000244141
AFFX-r2-P1-cre-3_at	14163.4	P	0.000244141
AFFX-r2-Bs-dap-5_at	103.782	P	0.000244141
AFFX-r2-Bs-dap-M_at	139.302	P	0.000244141
AFFX-r2-Bs-dap-3_at	179.729	P	0.000244141
AFFX-r2-Bs-lys-5_at	18.0403	P	0.0107422
AFFX-r2-Bs-lys-M_at	11.2486	A	0.27417
AFFX-r2-Bs-lys-3_at	19.6071	P	0.0461426
AFFX-r2-Bs-phe-5_at	15.9237	A	0.067627
AFFX-r2-Bs-phe-M_at	19.0517	P	0.0107422
AFFX-r2-Bs-phe-3_at	70.3546	P	0.00292969
AFFX-r2-Bs-thr-3_s_at	67.773	A	0.171387
AFFX-r2-Bs-thr-M_s_at	42.4646	A	0.067627
AFFX-r2-Bs-thr-5_s_at	38.7411	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	74.2535	P	0.00359458
AFFX-HUMISGF3A/M97935_MA_at	166.878	P	0.000445901
AFFX-HUMISGF3A/M97935_MB_at	85.0477	P	5.16732e-05
AFFX-HUMISGF3A/M97935_3_at	294.376	P	0.000169227
AFFX-HUMRGE/M10098_5_at	62.8865	P	0.0396608
AFFX-HUMRGE/M10098_M_at	73.7314	P	0.0032123
AFFX-HUMRGE/M10098_3_at	110.459	P	0.00556451
AFFX-HUMGAPDH/M33197_5_at	14202.1	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	12435.5	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	13382.1	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	11256	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	11511.6	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	11528.1	P	4.42873e-05
AFFX-M27830_5_at	390.45	P	4.42873e-05
AFFX-M27830_M_at	606.996	P	0.00179591
AFFX-M27830_3_at	17.6987	A	0.574038
AFFX-hum_alu_at	16186.3	P	2.6068e-13
1007_s_at	114.53	P	0.0170005
1053_at	753.72	P	0.000388206
117_at	37.8785	P	0.00222768
121_at	156.334	P	0.0149366
1255_g_at	16.3434	A	0.204022
1294_at	39.8093	A	0.204022
1316_at	38.7715	M	0.0544704
1320_at	29.5466	A	0.250724
1405_i_at	5.12161	A	0.703191
1431_at	7.19161	A	0.302547
1438_at	10.3667	A	0.47938
1487_at	361.173	P	0.0114474
1494_f_at	32.8188	M	0.0604193
1598_g_at	15.4355	A	0.458816
160020_at	455.373	P	0.0011411
1729_at	216.73	P	0.000265621
1773_at	668.976	P	0.000388206
177_at	147.666	P	0.000218889
