^SAMPLE = GSM170596
!Sample_title = Melanoma cell line MM595
!Sample_geo_accession = GSM170596
!Sample_status = Public on Mar 31 2007
!Sample_submission_date = Feb 20 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line MM595
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr Peter G. Parsons
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450.
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). 
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170596/suppl/GSM170596.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170596/suppl/GSM170596.CHP.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_series_id = GSE7152
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	299.448	P	0.000258358
AFFX-BioB-M_at	374.916	P	5.16732e-05
AFFX-BioB-3_at	285.704	P	8.14279e-05
AFFX-BioC-5_at	574.559	P	6.02111e-05
AFFX-BioC-3_at	567.134	P	4.42873e-05
AFFX-BioDn-5_at	638.138	P	4.42873e-05
AFFX-BioDn-3_at	3073.75	P	5.16732e-05
AFFX-CreX-5_at	7589.45	P	4.42873e-05
AFFX-CreX-3_at	10509.9	P	4.42873e-05
AFFX-DapX-5_at	136.813	P	9.4506e-05
AFFX-DapX-M_at	235.08	P	0.00159257
AFFX-DapX-3_at	240.352	P	0.000340305
AFFX-LysX-5_at	14.4865	A	0.0956669
AFFX-LysX-M_at	24.2847	A	0.156732
AFFX-LysX-3_at	77.4516	P	0.000126798
AFFX-PheX-5_at	19.692	M	0.050229
AFFX-PheX-M_at	18.8338	A	0.165861
AFFX-PheX-3_at	33.7961	P	0.0125468
AFFX-ThrX-5_at	25.4202	P	0.0309764
AFFX-ThrX-M_at	52.8825	P	0.000662269
AFFX-ThrX-3_at	65.9245	P	0.00159257
AFFX-TrpnX-5_at	18.2286	A	0.195266
AFFX-TrpnX-M_at	3.00938	A	0.712257
AFFX-TrpnX-3_at	5.45468	A	0.48511
AFFX-r2-Ec-bioB-5_at	382.736	P	0.000244141
AFFX-r2-Ec-bioB-M_at	511.381	P	0.000244141
AFFX-r2-Ec-bioB-3_at	291.73	P	0.000244141
AFFX-r2-Ec-bioC-5_at	705.804	P	0.000244141
AFFX-r2-Ec-bioC-3_at	1010.75	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2867.79	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3208.98	P	0.000244141
AFFX-r2-P1-cre-5_at	13427	P	0.000244141
AFFX-r2-P1-cre-3_at	16198.7	P	0.000244141
AFFX-r2-Bs-dap-5_at	159.766	P	0.000244141
AFFX-r2-Bs-dap-M_at	217.417	P	0.000244141
AFFX-r2-Bs-dap-3_at	263.246	P	0.000244141
AFFX-r2-Bs-lys-5_at	24.3572	P	0.000244141
AFFX-r2-Bs-lys-M_at	22.8279	P	0.0185547
AFFX-r2-Bs-lys-3_at	36.6003	P	0.00195313
AFFX-r2-Bs-phe-5_at	42.5516	P	0.000244141
AFFX-r2-Bs-phe-M_at	23.7839	P	0.00195313
AFFX-r2-Bs-phe-3_at	76.313	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	70.6737	A	0.067627
AFFX-r2-Bs-thr-M_s_at	72.1586	P	0.00292969
AFFX-r2-Bs-thr-5_s_at	65.5552	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	144.475	P	0.000856509
AFFX-HUMISGF3A/M97935_MA_at	285.631	P	0.000126798
AFFX-HUMISGF3A/M97935_MB_at	256.213	P	6.02111e-05
AFFX-HUMISGF3A/M97935_3_at	654.441	P	6.02111e-05
AFFX-HUMRGE/M10098_5_at	94.3771	P	0.000445901
AFFX-HUMRGE/M10098_M_at	130.205	P	0.000389797
AFFX-HUMRGE/M10098_3_at	158.214	P	0.000508897
AFFX-HUMGAPDH/M33197_5_at	17469.8	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	15443.2	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	15824.4	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	10892.6	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	11344.6	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	12147.7	P	4.42873e-05
AFFX-M27830_5_at	423.741	P	4.42873e-05
AFFX-M27830_M_at	844.508	P	0.00401721
AFFX-M27830_3_at	8.17351	A	0.686277
AFFX-hum_alu_at	17663.1	P	2.6068e-13
1007_s_at	718.13	P	0.000467546
1053_at	451.223	P	0.000388206
117_at	24.8863	A	0.089405
121_at	412.557	P	0.000467546
1255_g_at	11.7271	A	0.418069
1294_at	107.841	P	0.0218664
1316_at	19.5753	A	0.218983
1320_at	30.8051	A	0.32083
1405_i_at	35.4354	P	0.00094359
1431_at	19.7956	P	0.0278597
1438_at	10.186	A	0.339558
1487_at	365.548	P	0.0130918
1494_f_at	33.739	A	0.11716
1598_g_at	270.944	P	0.00998544
160020_at	582.741	P	0.000673102
1729_at	70.4154	P	0.00222768
1773_at	81.753	A	0.089405
177_at	25.9844	A	0.218983
179_at	150.099	A	0.218983
