^SAMPLE = GSM1017485
!Sample_title = MCF10A_11b
!Sample_geo_accession = GSM1017485
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = MCF 10A
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = organ: Breast
!Sample_characteristics_ch1 = disease: non-tumorigenic; Fibrocystic Breast disease
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: no
!Sample_characteristics_ch1 = metastatic_site: n/a
!Sample_characteristics_ch1 = in_vivo_growth: not tested
!Sample_characteristics_ch1 = cell line: MCF 10A
!Sample_characteristics_ch1 = atcc_number: CRL-10317
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = MCF 10A, replicate 2
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017485/suppl/GSM1017485_mRNA_11b_081206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	11938.01	6.62E-04
AFFX-BioB-M_at	14603.37	4.43E-05
AFFX-BioB-3_at	9937.81	1.27E-04
AFFX-BioC-5_at	29563.96	5.17E-05
AFFX-BioC-3_at	39090.25	4.43E-05
AFFX-BioDn-5_at	62900.86	4.43E-05
AFFX-BioDn-3_at	163175.61	1.69E-04
AFFX-CreX-5_at	391458.20	5.17E-05
AFFX-CreX-3_at	467565.25	4.43E-05
AFFX-DapX-5_at	18728.37	6.02E-05
AFFX-DapX-M_at	33280.02	5.81E-04
AFFX-DapX-3_at	32856.09	6.02E-05
AFFX-LysX-5_at	2041.70	2.97E-04
AFFX-LysX-M_at	3205.98	2.61E-02
AFFX-LysX-3_at	8209.52	4.43E-05
AFFX-PheX-5_at	3286.49	7.54E-04
AFFX-PheX-M_at	4499.33	4.46E-04
AFFX-PheX-3_at	4545.74	5.81E-04
AFFX-ThrX-5_at	4537.11	1.25E-03
AFFX-ThrX-M_at	6625.29	9.45E-05
AFFX-ThrX-3_at	8401.69	1.69E-04
AFFX-TrpnX-5_at	357.56	2.51E-01
AFFX-TrpnX-M_at	41.76	9.80E-01
AFFX-TrpnX-3_at	301.02	2.63E-01
AFFX-r2-Ec-bioB-5_at	17246.00	2.44E-04
AFFX-r2-Ec-bioB-M_at	20378.29	2.44E-04
AFFX-r2-Ec-bioB-3_at	17385.14	2.44E-04
AFFX-r2-Ec-bioC-5_at	43315.14	2.44E-04
AFFX-r2-Ec-bioC-3_at	56832.12	2.44E-04
AFFX-r2-Ec-bioD-5_at	186377.61	2.44E-04
