^SAMPLE = GSM170853
!Sample_title = Melanoma cell line D01
!Sample_geo_accession = GSM170853
!Sample_status = Public on Mar 31 2007
!Sample_submission_date = Feb 21 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line D01
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr C. Schmidt
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. 
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). 
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170853/suppl/GSM170853.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170853/suppl/GSM170853.CHP.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	215.49	P	0.000340305
AFFX-BioB-M_at	355.345	P	4.42873e-05
AFFX-BioB-3_at	201.883	P	0.000126798
AFFX-BioC-5_at	524.187	P	4.42873e-05
AFFX-BioC-3_at	465.768	P	5.16732e-05
AFFX-BioDn-5_at	602.389	P	4.42873e-05
AFFX-BioDn-3_at	2300.98	P	4.42873e-05
AFFX-CreX-5_at	6069.28	P	4.42873e-05
AFFX-CreX-3_at	8120.16	P	4.42873e-05
AFFX-DapX-5_at	15.4391	P	0.00762003
AFFX-DapX-M_at	28.7873	P	0.0396608
AFFX-DapX-3_at	27.8369	P	0.00124642
AFFX-LysX-5_at	6.1916	A	0.262827
AFFX-LysX-M_at	1.98075	A	0.772364
AFFX-LysX-3_at	11.6602	P	0.026111
AFFX-PheX-5_at	4.46678	A	0.544587
AFFX-PheX-M_at	1.17165	A	0.953518
AFFX-PheX-3_at	12.1735	A	0.340661
AFFX-ThrX-5_at	1.751	A	0.617401
AFFX-ThrX-M_at	11.2709	A	0.108979
AFFX-ThrX-3_at	2.31872	A	0.5
AFFX-TrpnX-5_at	11.9176	A	0.0780018
AFFX-TrpnX-M_at	0.991705	A	0.953518
AFFX-TrpnX-3_at	1.03298	A	0.916408
AFFX-r2-Ec-bioB-5_at	248.339	P	0.000244141
AFFX-r2-Ec-bioB-M_at	380.571	P	0.000244141
AFFX-r2-Ec-bioB-3_at	241.197	P	0.000244141
AFFX-r2-Ec-bioC-5_at	585.845	P	0.000244141
AFFX-r2-Ec-bioC-3_at	691.155	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2458.71	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2806.64	P	0.000244141
AFFX-r2-P1-cre-5_at	10071.5	P	0.000244141
AFFX-r2-P1-cre-3_at	10262.1	P	0.000244141
AFFX-r2-Bs-dap-5_at	18.0655	P	0.00415039
AFFX-r2-Bs-dap-M_at	30.6106	P	0.00415039
AFFX-r2-Bs-dap-3_at	23.3952	P	0.000732422
AFFX-r2-Bs-lys-5_at	5.98022	A	0.366211
AFFX-r2-Bs-lys-M_at	1.09455	A	0.466064
AFFX-r2-Bs-lys-3_at	12.6923	M	0.0561523
AFFX-r2-Bs-phe-5_at	7.37738	A	0.366211
AFFX-r2-Bs-phe-M_at	2.88006	A	0.303711
AFFX-r2-Bs-phe-3_at	5.84303	A	0.171387
AFFX-r2-Bs-thr-3_s_at	2.72103	A	0.80542
AFFX-r2-Bs-thr-M_s_at	19.7131	A	0.111572
AFFX-r2-Bs-thr-5_s_at	20.6571	P	0.0185547
AFFX-HUMISGF3A/M97935_5_at	86.0688	P	0.000972149
AFFX-HUMISGF3A/M97935_MA_at	226.488	P	8.14279e-05
AFFX-HUMISGF3A/M97935_MB_at	241.757	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	823.277	P	5.16732e-05
AFFX-HUMRGE/M10098_5_at	39.7741	P	0.0125468
AFFX-HUMRGE/M10098_M_at	40.8347	P	0.0125404
AFFX-HUMRGE/M10098_3_at	58.5244	P	0.00401721
AFFX-HUMGAPDH/M33197_5_at	10321.6	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	9168.18	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	9692.5	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	6915.46	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	8584.79	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	9611.63	P	4.42873e-05
AFFX-M27830_5_at	47.6276	P	0.000146581
AFFX-M27830_M_at	137.596	P	0.0138105
AFFX-M27830_3_at	7.65061	A	0.60308
AFFX-hum_alu_at	10428.5	P	2.6068e-13
1007_s_at	493.607	P	0.000265621
1053_at	352.09	P	0.000467546
117_at	40.398	P	0.00486276
121_at	142.592	P	0.00653198
1255_g_at	0.771829	A	0.97214
1294_at	96.4941	P	0.00653198
1316_at	19.6497	P	0.0439678
1320_at	54.2592	P	0.00261695
1405_i_at	11.8726	A	0.235169
1431_at	7.52902	P	0.0489947
1438_at	43.5951	P	0.0489947
1487_at	199.953	P	0.00653198
1494_f_at	27.6857	P	0.0313357
1598_g_at	145.42	P	0.0193035
160020_at	670.335	P	0.000265621
1729_at	234.352	P	0.000321521
1773_at	158.204	P	0.00160229
177_at	62.8229	P	0.000218889
