^SAMPLE = GSM169524
!Sample_title = Melanoma cell line D24
!Sample_geo_accession = GSM169524
!Sample_status = Public on Mar 31 2007
!Sample_submission_date = Feb 19 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line D24
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr C. Schmidt
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450.
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). 
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM169nnn/GSM169524/suppl/GSM169524.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM169nnn/GSM169524/suppl/GSM169524.CHP.gz
!Sample_relation = Affiliated with: GSM700981
!Sample_relation = Affiliated with: GSM804316
!Sample_relation = Affiliated with: GSM804317
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_series_id = GSE7152
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	210.467	P	0.000340305
AFFX-BioB-M_at	311.636	P	4.42873e-05
AFFX-BioB-3_at	206.428	P	0.00010954
AFFX-BioC-5_at	477.39	P	6.02111e-05
AFFX-BioC-3_at	509.149	P	4.42873e-05
AFFX-BioDn-5_at	569.147	P	4.42873e-05
AFFX-BioDn-3_at	2322.15	P	5.16732e-05
AFFX-CreX-5_at	5987.31	P	4.42873e-05
AFFX-CreX-3_at	8589.96	P	4.42873e-05
AFFX-DapX-5_at	17.6771	P	0.0429619
AFFX-DapX-M_at	30.5872	M	0.0584438
AFFX-DapX-3_at	43.4819	P	0.00179591
AFFX-LysX-5_at	5.57299	A	0.300606
AFFX-LysX-M_at	7.28663	A	0.60308
AFFX-LysX-3_at	15.1983	A	0.0780018
AFFX-PheX-5_at	5.7861	A	0.51489
AFFX-PheX-M_at	1.53802	A	0.897835
AFFX-PheX-3_at	12.9507	A	0.227636
AFFX-ThrX-5_at	9.36948	A	0.514891
AFFX-ThrX-M_at	13.3974	A	0.131361
AFFX-ThrX-3_at	19.516	A	0.0956669
AFFX-TrpnX-5_at	11.9819	A	0.216524
AFFX-TrpnX-M_at	3.25517	A	0.699394
AFFX-TrpnX-3_at	4.68888	A	0.574038
AFFX-r2-Ec-bioB-5_at	275.823	P	0.000732422
AFFX-r2-Ec-bioB-M_at	434.676	P	0.000244141
AFFX-r2-Ec-bioB-3_at	281.249	P	0.000244141
AFFX-r2-Ec-bioC-5_at	577.656	P	0.000244141
AFFX-r2-Ec-bioC-3_at	812.02	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2543.85	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2834.11	P	0.000244141
AFFX-r2-P1-cre-5_at	10691.9	P	0.000244141
AFFX-r2-P1-cre-3_at	12304.9	P	0.000244141
AFFX-r2-Bs-dap-5_at	14.0298	A	0.129639
AFFX-r2-Bs-dap-M_at	36.2535	P	0.0107422
AFFX-r2-Bs-dap-3_at	23.4872	P	0.0185547
AFFX-r2-Bs-lys-5_at	1.45194	A	0.567627
AFFX-r2-Bs-lys-M_at	6.29413	A	0.334473
AFFX-r2-Bs-lys-3_at	12.2679	A	0.366211
AFFX-r2-Bs-phe-5_at	17.9645	A	0.171387
AFFX-r2-Bs-phe-M_at	9.83964	A	0.398926
AFFX-r2-Bs-phe-3_at	26.4221	A	0.129639
AFFX-r2-Bs-thr-3_s_at	9.90494	A	0.696289
AFFX-r2-Bs-thr-M_s_at	15.2201	A	0.246094
AFFX-r2-Bs-thr-5_s_at	31.6813	P	0.00585938
AFFX-HUMISGF3A/M97935_5_at	177.872	P	0.000581214
AFFX-HUMISGF3A/M97935_MA_at	284.703	P	0.000126798
AFFX-HUMISGF3A/M97935_MB_at	299.75	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	792.024	P	4.42246e-05
AFFX-HUMRGE/M10098_5_at	111.377	P	0.00179591
AFFX-HUMRGE/M10098_M_at	94.0758	P	0.0012475
AFFX-HUMRGE/M10098_3_at	117.213	P	0.00499819
AFFX-HUMGAPDH/M33197_5_at	12334.8	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	10994.7	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	11968.7	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	10172.8	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	10939.7	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	10033.5	P	4.42873e-05
AFFX-M27830_5_at	366.917	P	4.42873e-05
AFFX-M27830_M_at	941.095	P	0.00179591
AFFX-M27830_3_at	8.07993	A	0.645547
AFFX-hum_alu_at	12737.9	P	2.6068e-13
1007_s_at	598.37	P	0.000218889
1053_at	846.293	P	0.000265621
117_at	37.583	P	0.00868918
121_at	158.332	P	0.00222768
1255_g_at	3.67494	A	0.621816
1294_at	72.6761	P	0.00868918
1316_at	26.6574	P	0.00486276
1320_at	35.9235	A	0.150527
1405_i_at	1.62442	A	0.937979
1431_at	16.0106	A	0.0668649
1438_at	34.3759	M	0.0544704
1487_at	189.158	P	0.0170005
1494_f_at	18.8068	A	0.0813367
1598_g_at	57.8656	A	0.35869
160020_at	154.507	P	0.0130918
1729_at	196.618	P	0.000561689
1773_at	172.241	P	0.0011411
177_at	41.4544	P	0.000804598
179_at	147.294	P	0.0149366
1861_at	193.902	P	0.000218889
200000_s_at	1867.59	P	0.000244141
200001_at	2160.65	P	0.000244141
