^SAMPLE = GSM1017516
!Sample_title = U2OS_21c
!Sample_geo_accession = GSM1017516
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = U-2 OS
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = organ: Bone
!Sample_characteristics_ch1 = disease: osteosarcoma
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: no
!Sample_characteristics_ch1 = metastatic_site: n/a
!Sample_characteristics_ch1 = in_vivo_growth: not tested
!Sample_characteristics_ch1 = cell line: U-2 OS
!Sample_characteristics_ch1 = atcc_number: HTB-96
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = U-2 OS, replicate 3
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017516/suppl/GSM1017516_mRNA_21c_131206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	13613.16	5.09E-04
AFFX-BioB-M_at	17913.99	4.43E-05
AFFX-BioB-3_at	12556.68	5.17E-05
AFFX-BioC-5_at	37467.93	5.17E-05
AFFX-BioC-3_at	48164.65	4.43E-05
AFFX-BioDn-5_at	92312.11	4.43E-05
AFFX-BioDn-3_at	192274.69	7.01E-05
AFFX-CreX-5_at	508690.25	5.17E-05
AFFX-CreX-3_at	603286.80	4.43E-05
AFFX-DapX-5_at	34219.80	4.43E-05
AFFX-DapX-M_at	58385.59	1.47E-04
AFFX-DapX-3_at	61840.27	4.43E-05
AFFX-LysX-5_at	4107.92	6.02E-05
AFFX-LysX-M_at	4625.82	1.25E-03
AFFX-LysX-3_at	10040.16	4.43E-05
AFFX-PheX-5_at	6921.07	4.43E-05
AFFX-PheX-M_at	7719.63	9.45E-05
AFFX-PheX-3_at	5067.99	9.45E-05
AFFX-ThrX-5_at	7175.05	6.02E-05
AFFX-ThrX-M_at	10001.69	4.43E-05
AFFX-ThrX-3_at	15013.99	4.43E-05
AFFX-TrpnX-5_at	535.78	1.83E-02
AFFX-TrpnX-M_at	25.65	9.87E-01
AFFX-TrpnX-3_at	85.90	3.27E-01
AFFX-r2-Ec-bioB-5_at	22845.38	2.44E-04
AFFX-r2-Ec-bioB-M_at	24429.36	2.44E-04
AFFX-r2-Ec-bioB-3_at	20467.27	2.44E-04
AFFX-r2-Ec-bioC-5_at	54521.97	2.44E-04
AFFX-r2-Ec-bioC-3_at	67175.81	2.44E-04
AFFX-r2-Ec-bioD-5_at	228402.69	2.44E-04
AFFX-r2-Ec-bioD-3_at	304722.12	2.44E-04
AFFX-r2-P1-cre-5_at	687518.75	2.44E-04
AFFX-r2-P1-cre-3_at	902283.44	2.44E-04
AFFX-r2-Bs-dap-5_at	46491.68	2.44E-04
AFFX-r2-Bs-dap-M_at	69724.16	2.44E-04
AFFX-r2-Bs-dap-3_at	79359.63	2.44E-04
AFFX-r2-Bs-lys-5_at	5250.15	2.44E-04
AFFX-r2-Bs-lys-M_at	6768.88	2.44E-04
AFFX-r2-Bs-lys-3_at	5447.86	2.44E-04
AFFX-r2-Bs-phe-5_at	10339.97	2.44E-04
AFFX-r2-Bs-phe-M_at	8495.96	2.44E-04
AFFX-r2-Bs-phe-3_at	11561.26	2.44E-04
AFFX-r2-Bs-thr-3_s_at	17981.18	2.44E-04
AFFX-r2-Bs-thr-M_s_at	12720.66	2.44E-04
AFFX-r2-Bs-thr-5_s_at	8288.06	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	12534.51	3.40E-04
AFFX-HUMISGF3A/M97935_MA_at	16074.98	1.69E-04
AFFX-HUMISGF3A/M97935_MB_at	15306.00	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	49191.70	5.17E-05
AFFX-HUMRGE/M10098_5_at	383246.90	4.43E-05
AFFX-HUMRGE/M10098_M_at	137162.05	4.43E-05
AFFX-HUMRGE/M10098_3_at	40936.27	6.02E-05
AFFX-HUMGAPDH/M33197_5_at	859002.20	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	801692.20	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	842098.25	4.43E-05
AFFX-HSAC07/X00351_5_at	588959.60	4.43E-05
AFFX-HSAC07/X00351_M_at	611793.06	4.43E-05
AFFX-HSAC07/X00351_3_at	749678.44	4.43E-05
AFFX-M27830_5_at	53717.18	4.43E-05
AFFX-M27830_M_at	119042.80	4.46E-04
AFFX-M27830_3_at	1556.10	3.14E-01
AFFX-hum_alu_at	931074.44	2.61E-13
1007_s_at	34150.43	3.22E-04
1053_at	29343.13	2.19E-04
117_at	605.59	2.04E-01
121_at	7320.27	1.31E-02
1255_g_at	95.16	6.22E-01
1294_at	2174.08	3.52E-02
1316_at	1365.74	1.31E-02
1320_at	6131.78	1.89E-03
1405_i_at	445.38	3.89E-01
1431_at	42.00	7.96E-01
1438_at	4227.55	9.99E-03
1487_at	7452.90	4.40E-02
1494_f_at	1765.28	8.13E-02
1598_g_at	67405.94	2.19E-04
160020_at	8536.33	2.62E-03
1729_at	3821.40	2.19E-04
1773_at	20472.78	1.14E-03
177_at	2558.94	2.19E-04
179_at	8104.98	1.07E-01
1861_at	7044.30	2.66E-04
200000_s_at	35270.36	2.44E-04
200001_at	134335.47	2.44E-04
200002_at	470827.84	2.44E-04
200003_s_at	855498.75	2.44E-04
200004_at	328064.22	2.44E-04
200005_at	181680.39	2.44E-04
200006_at	314920.70	2.44E-04
200007_at	198048.77	2.44E-04
200008_s_at	127673.32	2.44E-04
200009_at	230937.10	2.44E-04
200010_at	551514.06	2.44E-04
200011_s_at	71635.09	2.44E-04
200012_x_at	496880.00	2.44E-04
200013_at	839260.70	2.44E-04
200014_s_at	135320.72	2.44E-04
200015_s_at	119622.24	7.32E-04
200016_x_at	587108.56	2.44E-04
200017_at	743775.10	2.44E-04
200018_at	834544.30	2.44E-04
200019_s_at	379796.16	2.44E-04
200020_at	92535.56	2.44E-04
200021_at	530146.90	1.22E-03
200022_at	639711.00	2.44E-04
200023_s_at	389175.90	2.44E-04
200024_at	565710.40	7.32E-04
200025_s_at	674421.10	2.44E-04
200026_at	583737.80	2.44E-04
200027_at	117379.81	2.44E-04
200028_s_at	78157.23	2.44E-04
200029_at	575199.56	2.44E-04
200030_s_at	348198.47	2.44E-04
200031_s_at	926512.90	2.44E-04
200032_s_at	788107.50	2.44E-04
200033_at	384776.44	2.44E-04
200034_s_at	609887.44	2.44E-04
200035_at	15064.51	8.06E-03
200036_s_at	371325.40	2.44E-04
200037_s_at	267499.60	2.44E-04
200038_s_at	698482.90	2.44E-04
200039_s_at	139331.03	2.44E-04
200040_at	173340.16	2.44E-04
200041_s_at	239277.66	2.44E-04
200042_at	82681.20	2.44E-04
200043_at	406279.84	2.44E-04
200044_at	95402.55	2.44E-04
200045_at	34361.84	2.44E-04
200046_at	157336.08	2.44E-04
200047_s_at	151375.03	2.44E-04
200048_s_at	133888.78	2.44E-04
200049_at	24899.48	2.44E-04
200050_at	93190.20	2.44E-04
200051_at	12980.65	2.44E-04
200052_s_at	140081.66	2.44E-04
200053_at	16929.39	1.22E-03
200054_at	7864.61	1.22E-03
200055_at	65948.44	2.44E-04
200056_s_at	41373.73	2.44E-04
200057_s_at	325417.62	2.44E-04
200058_s_at	101065.56	2.44E-04
200059_s_at	362642.66	2.44E-04
200060_s_at	86041.27	2.44E-04
200061_s_at	741622.90	2.44E-04
200062_s_at	593033.40	2.44E-04
200063_s_at	571536.94	2.44E-04
200064_at	429705.06	2.44E-04
200065_s_at	163599.36	2.44E-04
200066_at	40303.22	2.44E-04
200067_x_at	75098.87	2.44E-04
200068_s_at	121130.25	2.44E-04
200069_at	10399.72	2.44E-04
200070_at	7731.05	5.86E-03
200071_at	74675.63	2.44E-04
200072_s_at	147348.88	2.44E-04
200073_s_at	258680.28	2.44E-04
200074_s_at	370840.62	2.44E-04
200075_s_at	41609.45	2.44E-04
