^SAMPLE = GSM1017500
!Sample_title = PC3_16b
!Sample_geo_accession = GSM1017500
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = PC-3
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: male
!Sample_characteristics_ch1 = organ: Prostate
!Sample_characteristics_ch1 = disease: Gleason Grade 4; adenocarcinoma
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: yes
!Sample_characteristics_ch1 = metastatic_site: bone
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: PC-3
!Sample_characteristics_ch1 = atcc_number: CRL-1435
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = PC-3, replicate 2
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017500/suppl/GSM1017500_mRNA_16b_170107.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	11230.48	5.09E-04
AFFX-BioB-M_at	13764.86	5.17E-05
AFFX-BioB-3_at	9641.10	5.17E-05
AFFX-BioC-5_at	33389.06	5.17E-05
AFFX-BioC-3_at	41519.36	4.43E-05
AFFX-BioDn-5_at	72827.98	4.43E-05
AFFX-BioDn-3_at	162755.25	8.14E-05
AFFX-CreX-5_at	433846.78	5.17E-05
AFFX-CreX-3_at	488099.53	4.43E-05
AFFX-DapX-5_at	21542.27	5.17E-05
AFFX-DapX-M_at	39109.09	1.69E-04
AFFX-DapX-3_at	40104.30	4.43E-05
AFFX-LysX-5_at	2861.03	5.17E-05
AFFX-LysX-M_at	3379.38	6.87E-03
AFFX-LysX-3_at	7271.76	4.43E-05
AFFX-PheX-5_at	3930.52	5.17E-05
AFFX-PheX-M_at	5410.76	7.01E-05
AFFX-PheX-3_at	5057.40	8.14E-05
AFFX-ThrX-5_at	4860.30	7.01E-05
AFFX-ThrX-M_at	6934.15	5.17E-05
AFFX-ThrX-3_at	11098.96	5.17E-05
AFFX-TrpnX-5_at	287.71	3.41E-01
AFFX-TrpnX-M_at	64.96	9.37E-01
AFFX-TrpnX-3_at	60.88	5.15E-01
AFFX-r2-Ec-bioB-5_at	16458.85	2.44E-04
AFFX-r2-Ec-bioB-M_at	18193.46	2.44E-04
AFFX-r2-Ec-bioB-3_at	15909.70	2.44E-04
AFFX-r2-Ec-bioC-5_at	40291.32	2.44E-04
AFFX-r2-Ec-bioC-3_at	47430.65	2.44E-04
AFFX-r2-Ec-bioD-5_at	174402.00	2.44E-04
AFFX-r2-Ec-bioD-3_at	210203.75	2.44E-04
AFFX-r2-P1-cre-5_at	514785.12	2.44E-04
AFFX-r2-P1-cre-3_at	705520.75	2.44E-04
AFFX-r2-Bs-dap-5_at	23999.84	2.44E-04
AFFX-r2-Bs-dap-M_at	46150.07	2.44E-04
AFFX-r2-Bs-dap-3_at	51782.31	2.44E-04
AFFX-r2-Bs-lys-5_at	4830.36	2.44E-04
AFFX-r2-Bs-lys-M_at	4144.74	2.44E-04
AFFX-r2-Bs-lys-3_at	4923.01	2.44E-04
AFFX-r2-Bs-phe-5_at	6755.51	2.44E-04
AFFX-r2-Bs-phe-M_at	6606.55	7.32E-04
AFFX-r2-Bs-phe-3_at	9826.50	7.32E-04
AFFX-r2-Bs-thr-3_s_at	10946.51	2.44E-04
AFFX-r2-Bs-thr-M_s_at	9766.72	2.44E-04
AFFX-r2-Bs-thr-5_s_at	6647.80	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	24369.51	9.45E-05
AFFX-HUMISGF3A/M97935_MA_at	30369.35	8.14E-05
AFFX-HUMISGF3A/M97935_MB_at	27155.23	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	66877.52	4.43E-05
AFFX-HUMRGE/M10098_5_at	418594.66	4.43E-05
AFFX-HUMRGE/M10098_M_at	125477.34	4.43E-05
AFFX-HUMRGE/M10098_3_at	37323.66	5.17E-05
AFFX-HUMGAPDH/M33197_5_at	614115.25	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	619183.20	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	579887.00	4.43E-05
AFFX-HSAC07/X00351_5_at	395268.84	4.43E-05
AFFX-HSAC07/X00351_M_at	443371.28	4.43E-05
AFFX-HSAC07/X00351_3_at	511261.72	4.43E-05
AFFX-M27830_5_at	34331.13	4.43E-05
AFFX-M27830_M_at	47408.01	2.87E-03
AFFX-M27830_3_at	724.39	4.41E-01
AFFX-hum_alu_at	730829.90	2.61E-13
1007_s_at	15998.79	1.60E-03
1053_at	20589.45	2.19E-04
117_at	3344.33	5.62E-04
121_at	10517.76	1.60E-03
1255_g_at	96.69	8.10E-01
1294_at	1754.84	9.81E-02
1316_at	947.38	6.53E-03
1320_at	1970.51	1.51E-01
1405_i_at	476.08	3.65E-01
1431_at	469.56	6.69E-02
1438_at	2038.19	5.64E-03
1487_at	14959.03	1.49E-02
1494_f_at	1263.63	6.04E-02
1598_g_at	6854.36	8.94E-02
160020_at	7587.79	5.64E-03
1729_at	15210.42	2.66E-04
1773_at	11509.95	6.53E-03
177_at	4757.10	2.19E-04
179_at	8551.98	9.81E-02
1861_at	10923.39	2.66E-04
200000_s_at	32672.78	2.44E-04
200001_at	112149.00	2.44E-04
200002_at	506324.97	2.44E-04
200003_s_at	681629.25	2.44E-04
200004_at	348284.30	2.44E-04
200005_at	88786.02	2.44E-04
200006_at	372027.47	2.44E-04
200007_at	235793.48	2.44E-04
200008_s_at	68917.06	2.44E-04
200009_at	117173.74	2.44E-04
200010_at	355409.34	2.44E-04
200011_s_at	61833.69	2.44E-04
200012_x_at	366399.34	2.44E-04
200013_at	642806.00	2.44E-04
200014_s_at	133715.39	2.44E-04
200015_s_at	118886.86	7.32E-04
200016_x_at	472314.84	2.44E-04
200017_at	520622.16	2.44E-04
200018_at	617741.10	2.44E-04
200019_s_at	419128.97	2.44E-04
200020_at	99765.27	2.44E-04
200021_at	426761.06	7.32E-04
200022_at	412608.44	2.44E-04
200023_s_at	216875.11	2.44E-04
200024_at	544177.30	2.44E-04
200025_s_at	408010.28	2.44E-04
200026_at	270214.06	2.44E-04
200027_at	176148.83	2.44E-04
200028_s_at	111893.49	2.44E-04
200029_at	337180.28	2.44E-04
200030_s_at	382018.22	2.44E-04
200031_s_at	720662.80	2.44E-04
200032_s_at	493419.20	2.44E-04
200033_at	290128.94	2.44E-04
200034_s_at	501186.20	2.44E-04
200035_at	8400.20	8.06E-03
200036_s_at	242096.77	2.44E-04
200037_s_at	280261.00	2.44E-04
200038_s_at	408674.66	2.44E-04
200039_s_at	137314.78	2.44E-04
200040_at	141099.58	2.44E-04
200041_s_at	95136.30	2.44E-04
200042_at	50560.49	2.44E-04
200043_at	296629.60	2.44E-04
200044_at	109298.14	2.44E-04
200045_at	23787.49	2.44E-04
200046_at	238320.95	2.44E-04
200047_s_at	148600.64	2.44E-04
200048_s_at	234863.11	2.44E-04
200049_at	19103.31	7.32E-04
200050_at	89996.63	7.32E-04
200051_at	10944.24	2.44E-04
200052_s_at	160727.33	2.44E-04
200053_at	16014.66	7.32E-04
200054_at	22821.39	2.44E-04
200055_at	40843.82	2.44E-04
200056_s_at	35888.82	2.44E-04
200057_s_at	259926.88	2.44E-04
200058_s_at	74392.91	2.44E-04
200059_s_at	290076.97	2.44E-04
200060_s_at	66867.52	2.44E-04
200061_s_at	663289.06	2.44E-04
200062_s_at	590375.25	2.44E-04
200063_s_at	494376.25	2.44E-04
200064_at	364252.75	2.44E-04
200065_s_at	266315.66	2.44E-04
200066_at	46918.16	2.44E-04
200067_x_at	105711.84	2.44E-04
