^SAMPLE = GSM1017468
!Sample_title = HACAT_5c
!Sample_geo_accession = GSM1017468
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = HaCaT
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: female
!Sample_characteristics_ch1 = organ: Skin
!Sample_characteristics_ch1 = disease: non-tumorigenic; spontaneously immortilized keratinocytes
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: no
!Sample_characteristics_ch1 = metastatic_site: n/a
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: HaCaT
!Sample_characteristics_ch1 = atcc_number: n/a (PMID: 2450098)
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = HaCaT, replicate 3
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017468/suppl/GSM1017468_mRNA_5c_041206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	12379.46	6.62E-04
AFFX-BioB-M_at	14165.83	1.27E-04
AFFX-BioB-3_at	9004.39	1.27E-04
AFFX-BioC-5_at	31086.48	8.14E-05
AFFX-BioC-3_at	39112.98	6.02E-05
AFFX-BioDn-5_at	62003.50	4.43E-05
AFFX-BioDn-3_at	157238.56	1.47E-04
AFFX-CreX-5_at	352174.44	4.43E-05
AFFX-CreX-3_at	442487.40	5.17E-05
AFFX-DapX-5_at	16025.35	4.43E-05
AFFX-DapX-M_at	33963.34	7.54E-04
AFFX-DapX-3_at	37459.04	4.43E-05
AFFX-LysX-5_at	2830.93	1.41E-03
AFFX-LysX-M_at	3721.73	1.14E-02
AFFX-LysX-3_at	6902.21	7.01E-05
AFFX-PheX-5_at	5102.67	1.95E-04
AFFX-PheX-M_at	5394.28	2.02E-03
AFFX-PheX-3_at	4798.55	3.90E-04
AFFX-ThrX-5_at	3325.69	1.41E-03
AFFX-ThrX-M_at	6462.53	3.90E-04
AFFX-ThrX-3_at	10199.47	7.01E-05
AFFX-TrpnX-5_at	88.80	7.37E-01
AFFX-TrpnX-M_at	73.40	9.16E-01
AFFX-TrpnX-3_at	385.41	2.63E-01
AFFX-r2-Ec-bioB-5_at	18775.64	2.44E-04
AFFX-r2-Ec-bioB-M_at	19067.39	2.44E-04
AFFX-r2-Ec-bioB-3_at	14462.95	2.44E-04
AFFX-r2-Ec-bioC-5_at	48884.69	2.44E-04
AFFX-r2-Ec-bioC-3_at	69079.31	2.44E-04
AFFX-r2-Ec-bioD-5_at	204567.64	2.44E-04
AFFX-r2-Ec-bioD-3_at	258954.39	2.44E-04
AFFX-r2-P1-cre-5_at	782674.06	2.44E-04
AFFX-r2-P1-cre-3_at	1125838.80	2.44E-04
AFFX-r2-Bs-dap-5_at	20619.24	2.44E-04
AFFX-r2-Bs-dap-M_at	32297.49	2.44E-04
AFFX-r2-Bs-dap-3_at	52001.80	2.44E-04
AFFX-r2-Bs-lys-5_at	3293.37	2.44E-04
AFFX-r2-Bs-lys-M_at	3874.55	7.32E-04
AFFX-r2-Bs-lys-3_at	5727.31	1.95E-03
AFFX-r2-Bs-phe-5_at	5116.60	1.22E-03
AFFX-r2-Bs-phe-M_at	5171.05	7.32E-04
AFFX-r2-Bs-phe-3_at	10000.69	1.95E-03
AFFX-r2-Bs-thr-3_s_at	18061.36	7.32E-04
AFFX-r2-Bs-thr-M_s_at	13516.60	8.06E-03
AFFX-r2-Bs-thr-5_s_at	5910.75	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	5458.59	1.59E-03
AFFX-HUMISGF3A/M97935_MA_at	12777.36	3.21E-03
AFFX-HUMISGF3A/M97935_MB_at	5584.33	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	18372.21	1.47E-04
AFFX-HUMRGE/M10098_5_at	388520.22	4.43E-05
AFFX-HUMRGE/M10098_M_at	60319.18	4.43E-05
AFFX-HUMRGE/M10098_3_at	34116.70	1.10E-04
AFFX-HUMGAPDH/M33197_5_at	789565.20	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	964794.70	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	774842.30	4.43E-05
AFFX-HSAC07/X00351_5_at	501115.53	4.43E-05
AFFX-HSAC07/X00351_M_at	552606.70	4.43E-05
AFFX-HSAC07/X00351_3_at	670143.70	4.43E-05
AFFX-M27830_5_at	32425.77	4.43E-05
AFFX-M27830_M_at	76452.01	3.59E-03
AFFX-M27830_3_at	2688.52	5.15E-01
AFFX-hum_alu_at	1198232.20	2.61E-13
1007_s_at	100383.32	2.66E-04
1053_at	15077.85	3.88E-04
117_at	279.39	5.62E-01
121_at	12798.03	1.93E-02
1255_g_at	711.71	5.00E-01
1294_at	6359.34	1.70E-02
1316_at	1156.33	8.13E-02
1320_at	1675.96	1.63E-01
1405_i_at	1595.90	7.01E-02
1431_at	2662.48	4.18E-03
1438_at	12499.71	6.73E-04
1487_at	22351.16	8.69E-03
1494_f_at	5074.47	3.94E-02
1598_g_at	69663.59	3.88E-04
160020_at	30157.56	3.07E-03
1729_at	42546.75	2.66E-04
1773_at	9308.80	1.14E-02
177_at	7614.02	6.73E-04
179_at	39023.54	1.70E-02
1861_at	10703.60	3.07E-03
200000_s_at	49164.67	2.44E-04
200001_at	142649.10	2.44E-04
200002_at	689276.90	2.44E-04
200003_s_at	953573.90	2.44E-04
200004_at	281424.25	2.44E-04
200005_at	124463.00	2.44E-04
200006_at	223695.20	2.44E-04
200007_at	207939.92	2.44E-04
200008_s_at	144492.92	2.44E-04
200009_at	264706.62	2.44E-04
200010_at	577256.50	2.44E-04
200011_s_at	71540.20	2.44E-04
200012_x_at	708095.44	2.44E-04
200013_at	669888.75	2.44E-04
200014_s_at	101886.63	2.44E-04
200015_s_at	160968.64	7.32E-04
200016_x_at	495785.06	2.44E-04
200017_at	576482.94	2.44E-04
200018_at	760826.75	2.44E-04
200019_s_at	439410.90	2.44E-04
200020_at	67834.99	2.44E-04
200021_at	607526.56	1.22E-03
200022_at	811141.75	2.44E-04
200023_s_at	290058.00	2.44E-04
200024_at	568777.44	7.32E-04
200025_s_at	690379.90	2.44E-04
200026_at	380277.75	7.32E-04
200027_at	193084.58	2.44E-04
200028_s_at	87025.00	2.44E-04
200029_at	684745.40	2.44E-04
200030_s_at	469548.10	2.44E-04
200031_s_at	770666.70	2.44E-04
200032_s_at	634708.40	2.44E-04
200033_at	200388.86	2.44E-04
200034_s_at	480701.53	2.44E-04
200035_at	18598.24	1.07E-02
200036_s_at	408187.25	2.44E-04
200037_s_at	206013.88	2.44E-04
200038_s_at	896015.06	2.44E-04
200039_s_at	146625.84	2.44E-04
200040_at	121486.88	7.32E-04
200041_s_at	167470.90	2.44E-04
200042_at	46044.73	2.44E-04
200043_at	162410.84	2.44E-04
200044_at	63858.74	2.44E-04
200045_at	30126.23	7.32E-04
200046_at	138866.72	2.44E-04
200047_s_at	130343.20	2.44E-04
200048_s_at	192982.16	2.44E-04
200049_at	12564.66	2.44E-04
200050_at	24078.70	2.44E-04
200051_at	11512.06	2.44E-04
200052_s_at	83013.17	2.44E-04
200053_at	45968.01	4.15E-03
200054_at	14902.34	7.32E-04
200055_at	70191.92	2.44E-04
200056_s_at	17057.65	2.44E-04
200057_s_at	245345.16	2.44E-04
