^SAMPLE = GSM170597
!Sample_title = Melanoma cell line MM603
!Sample_geo_accession = GSM170597
!Sample_status = Public on Oct 01 2007
!Sample_submission_date = Feb 20 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line MM603
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr Peter G. Parsons
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450.
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). 
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170597/suppl/GSM170597.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170597/suppl/GSM170597.CHP.gz
!Sample_relation = Affiliated with: GSM700989
!Sample_relation = Affiliated with: GSM804326
!Sample_relation = Affiliated with: GSM804327
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_series_id = GSE7152
!Sample_series_id = GSE7153
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	229.537	P	0.000389797
AFFX-BioB-M_at	366.628	P	4.42873e-05
AFFX-BioB-3_at	238.502	P	9.4506e-05
AFFX-BioC-5_at	518.609	P	6.02111e-05
AFFX-BioC-3_at	563.98	P	4.42873e-05
AFFX-BioDn-5_at	606.079	P	4.42873e-05
AFFX-BioDn-3_at	2877.98	P	7.00668e-05
AFFX-CreX-5_at	6335.36	P	5.16732e-05
AFFX-CreX-3_at	9180.92	P	4.42873e-05
AFFX-DapX-5_at	138.404	P	7.00668e-05
AFFX-DapX-M_at	234.438	P	0.000856509
AFFX-DapX-3_at	224.198	P	0.000340305
AFFX-LysX-5_at	24.445	P	0.00687065
AFFX-LysX-M_at	37.1019	A	0.0780018
AFFX-LysX-3_at	50.4784	P	0.000146581
AFFX-PheX-5_at	34.2678	P	0.000581214
AFFX-PheX-M_at	20.0084	A	0.139482
AFFX-PheX-3_at	48.9582	P	0.0239288
AFFX-ThrX-5_at	20.7897	P	0.002867
AFFX-ThrX-M_at	46.563	P	0.00227496
AFFX-ThrX-3_at	66.8227	P	0.0032123
AFFX-TrpnX-5_at	7.61341	A	0.559354
AFFX-TrpnX-M_at	1.30599	A	0.921998
AFFX-TrpnX-3_at	1.69016	A	0.83416
AFFX-r2-Ec-bioB-5_at	270.399	P	0.000244141
AFFX-r2-Ec-bioB-M_at	405.666	P	0.000244141
AFFX-r2-Ec-bioB-3_at	254.518	P	0.000244141
AFFX-r2-Ec-bioC-5_at	654.754	P	0.000244141
AFFX-r2-Ec-bioC-3_at	878.531	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2645.07	P	0.000244141
AFFX-r2-Ec-bioD-3_at	2973.38	P	0.000244141
AFFX-r2-P1-cre-5_at	12333.7	P	0.000244141
AFFX-r2-P1-cre-3_at	13543	P	0.000244141
AFFX-r2-Bs-dap-5_at	181.898	P	0.000244141
AFFX-r2-Bs-dap-M_at	244.854	P	0.000244141
AFFX-r2-Bs-dap-3_at	322.017	P	0.000244141
AFFX-r2-Bs-lys-5_at	21.2248	P	0.0461426
AFFX-r2-Bs-lys-M_at	24.3508	A	0.0805664
AFFX-r2-Bs-lys-3_at	29.183	P	0.00585938
AFFX-r2-Bs-phe-5_at	27.6158	P	0.000244141
AFFX-r2-Bs-phe-M_at	20.9193	P	0.0185547
AFFX-r2-Bs-phe-3_at	60.5983	P	0.000732422
AFFX-r2-Bs-thr-3_s_at	82.0663	A	0.0805664
AFFX-r2-Bs-thr-M_s_at	88.5569	P	0.0302734
AFFX-r2-Bs-thr-5_s_at	63.6091	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	218.876	P	0.000581214
AFFX-HUMISGF3A/M97935_MA_at	327.137	P	0.000126798
AFFX-HUMISGF3A/M97935_MB_at	272.993	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	785.737	P	7.00668e-05
AFFX-HUMRGE/M10098_5_at	166.958	P	0.000340305
AFFX-HUMRGE/M10098_M_at	131.484	P	0.000340305
AFFX-HUMRGE/M10098_3_at	145.214	P	0.002867
AFFX-HUMGAPDH/M33197_5_at	13445.5	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	12385	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	13115.4	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	10616.7	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	10800.5	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	11189.8	P	4.42873e-05
AFFX-M27830_5_at	597.555	P	4.42873e-05
AFFX-M27830_M_at	874.979	P	0.0020226
AFFX-M27830_3_at	10.2871	A	0.58862
AFFX-hum_alu_at	15393.1	P	2.6068e-13
1007_s_at	345.135	P	0.00160229
1053_at	537.066	P	0.000388206
117_at	38.635	P	0.00754291
121_at	174.31	P	0.0130918
1255_g_at	6.95064	A	0.47938
1294_at	89.3049	P	0.024711
1316_at	39.7795	P	0.00998544
1320_at	4.20929	A	0.918663
1405_i_at	5.30011	A	0.745101
1431_at	1.52832	A	0.520623
1438_at	41.5678	A	0.218983
1487_at	374.636	P	0.0193035
1494_f_at	36.646	A	0.117121
1598_g_at	366	P	0.00222768
160020_at	179.634	P	0.00418033
1729_at	109.556	P	0.00564279
1773_at	411.258	P	0.000673102
177_at	63.7108	P	0.000321521
179_at	234.094	P	0.0218664
1861_at	94.8981	P	0.00160229
200000_s_at	1638.04	P	0.000244141
200001_at	2107.36	P	0.000244141
200002_at	9728.74	P	0.000244141
200003_s_at	10860.7	P	0.000244141
