^SAMPLE = GSM170592
!Sample_title = Melanoma cell line D38
!Sample_geo_accession = GSM170592
!Sample_status = Public on Oct 01 2007
!Sample_submission_date = Feb 20 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line D38
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established from metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr C. Schmidt
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450.
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). 
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170592/suppl/GSM170592.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170592/suppl/GSM170592.CHP.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_series_id = GSE7153
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	318.107	P	0.000340305
AFFX-BioB-M_at	364.448	P	4.42873e-05
AFFX-BioB-3_at	231.521	P	4.42873e-05
AFFX-BioC-5_at	685.477	P	4.42873e-05
AFFX-BioC-3_at	663.209	P	4.42873e-05
AFFX-BioDn-5_at	738.376	P	4.42873e-05
AFFX-BioDn-3_at	3168.29	P	5.16732e-05
AFFX-CreX-5_at	7772.6	P	4.42873e-05
AFFX-CreX-3_at	10401.4	P	4.42873e-05
AFFX-DapX-5_at	32.9624	P	0.000389797
AFFX-DapX-M_at	77.1963	P	0.00933744
AFFX-DapX-3_at	77.8588	P	0.000581214
AFFX-LysX-5_at	13.2846	A	0.354441
AFFX-LysX-M_at	25.0629	A	0.0894781
AFFX-LysX-3_at	10.1568	A	0.275146
AFFX-PheX-5_at	12.1166	A	0.205732
AFFX-PheX-M_at	7.63	A	0.529762
AFFX-PheX-3_at	6.22402	A	0.5
AFFX-ThrX-5_at	18.537	A	0.175328
AFFX-ThrX-M_at	20.6457	A	0.116113
AFFX-ThrX-3_at	23.0663	A	0.175328
AFFX-TrpnX-5_at	8.93642	A	0.425962
AFFX-TrpnX-M_at	4.7329	A	0.686277
AFFX-TrpnX-3_at	1.39453	A	0.9273
AFFX-r2-Ec-bioB-5_at	337.099	P	0.000244141
AFFX-r2-Ec-bioB-M_at	549.762	P	0.000244141
AFFX-r2-Ec-bioB-3_at	337.647	P	0.000244141
AFFX-r2-Ec-bioC-5_at	671.025	P	0.000244141
AFFX-r2-Ec-bioC-3_at	1049.28	P	0.000244141
AFFX-r2-Ec-bioD-5_at	3345.93	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3747.11	P	0.000244141
AFFX-r2-P1-cre-5_at	13659.3	P	0.000244141
AFFX-r2-P1-cre-3_at	14713.7	P	0.000244141
AFFX-r2-Bs-dap-5_at	71.3037	P	0.0461426
AFFX-r2-Bs-dap-M_at	85.523	P	0.000244141
AFFX-r2-Bs-dap-3_at	125.285	P	0.000732422
AFFX-r2-Bs-lys-5_at	12.7969	M	0.0561523
AFFX-r2-Bs-lys-M_at	6.89361	A	0.27417
AFFX-r2-Bs-lys-3_at	14.9458	A	0.0952148
AFFX-r2-Bs-phe-5_at	17.6557	P	0.000732422
AFFX-r2-Bs-phe-M_at	21.7043	A	0.334473
AFFX-r2-Bs-phe-3_at	42.2598	P	0.0461426
AFFX-r2-Bs-thr-3_s_at	35.864	A	0.303711
AFFX-r2-Bs-thr-M_s_at	28.2366	A	0.19458
AFFX-r2-Bs-thr-5_s_at	24.0373	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	1280.19	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MA_at	1659.65	P	4.42873e-05
AFFX-HUMISGF3A/M97935_MB_at	1613.87	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	3316.28	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	157.534	P	0.000195116
AFFX-HUMRGE/M10098_M_at	111.035	P	0.000509415
AFFX-HUMRGE/M10098_3_at	158.757	P	0.000581214
AFFX-HUMGAPDH/M33197_5_at	12393	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	11206.9	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	11156.1	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	9344.63	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	9612.09	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	10454	P	4.42873e-05
AFFX-M27830_5_at	497.857	P	4.42873e-05
AFFX-M27830_M_at	588.845	P	0.00618711
AFFX-M27830_3_at	9.01345	A	0.659339
AFFX-hum_alu_at	11529.6	P	2.6068e-13
1007_s_at	300.99	P	0.00135385
1053_at	88.9807	P	0.00868918
117_at	32.8552	A	0.0668649
121_at	228.255	P	0.00564279
1255_g_at	18.6308	A	0.438361
1294_at	90.9656	P	0.00564279
1316_at	34.8345	P	0.0439678
1320_at	55.7848	A	0.0668649
1405_i_at	22.6509	P	0.0239949
1431_at	18.7608	P	0.00486276
1438_at	28.7718	A	0.162895
1487_at	117.977	P	0.0218664
1494_f_at	23.4772	A	0.175989
1598_g_at	3565.64	P	0.000218889
160020_at	504.095	P	0.000388206
1729_at	212.395	P	0.000467546
1773_at	142.142	P	0.0218664
177_at	88.8373	P	0.00135385
179_at	96.7259	A	0.250724
