^SAMPLE = GSM170849
!Sample_title = Melanoma cell line MM485
!Sample_geo_accession = GSM170849
!Sample_status = Public on Mar 31 2007
!Sample_submission_date = Feb 21 2007
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Melanoma cell line MM485
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = Melanoma cell line established in metastatic melanoma
!Sample_biomaterial_provider_ch1 = Dr Peter G. Parsons
!Sample_growth_protocol_ch1 = Melanoma cell lines were cultured in RPMI 1640 in the presence of 10% fetal bovine serum. 
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = RNA extractions were performed using Qiagen RNeasy Midi-kits as per the manufacturer’s instructions. RNA quality and concentration were assessed using a 2100 BioAnalyser (Agilent Technologies). 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). 
!Sample_hyb_protocol = This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. 
!Sample_scan_protocol = Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). 
!Sample_description = For each sample, 5 μg of total RNA were used for target preparation using Eukaryotic One-cycle Target Labelling and Control Reagents kits according to the manufacturer’s instructions (Affymetrix). First-strand complementary DNA (cDNA) was synthesized using a T7-Oligo(dT) primer followed by second-strand cDNA synthesis from these samples using T4 polymerase. An in-vitro transcription reaction was then performed to produce biotin-labelled complementary RNA (cRNA). This cRNA was fragmented and 15 μg were hybridized to an Affymetrix Human Genome U133 Plus 2.0 Array in an Affymetrix Hybridization Oven 640 for 16 h at 45oC. Chips were then washed and post-stained with streptavidin phycoerythrin and normal goat IgG solutions on an Affymetrix Fluidics Station 450. Chips were scanned on an Affymetrix GeneChip Scanner 3000, and raw image data files obtained using Affymetrix GeneChip Operating Software (GCOS Version 1.2). Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_data_processing = Relative expression values were generated for each probe set using the Affymetrix PLIER algorithm in ArrayAssist® Version 4.20 (Stratagene) and further log transformed to base 2. The resulting data were imported into GeneSpring GX v7.3 (Agilent Technologies). Data values less than 0.1 were set to 0.1 and the logarithm of data values were used as expression values. The expression values were normalized in two steps. First, values were centralized sample by sample, such that the median expression value was zero for each sample. Second, expression values were centralized gene by gene such that the median expression value was zero for each probe set. 
!Sample_platform_id = GPL570
!Sample_contact_name = Leisl,,Packer
!Sample_contact_laboratory = Oncogenomics Laboratory
!Sample_contact_department = Cancer and Cell Biology
!Sample_contact_institute = Queensland Institute of Medical Research
!Sample_contact_address = 300 Herston Rd
!Sample_contact_city = Herston
!Sample_contact_state = QLD
!Sample_contact_zip/postal_code = 4006
!Sample_contact_country = Australia
!Sample_contact_web_link = www.qimr.edu.au
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170849/suppl/GSM170849.CEL.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM170nnn/GSM170849/suppl/GSM170849.CHP.gz
!Sample_relation = Reanalyzed by: GSE64985
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE7127
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = signal value
#ABS_CALL = signal absent/present
#DETECTION-P-VALUE = detection p-value
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION-P-VALUE
AFFX-BioB-5_at	216.818	P	0.000296708
AFFX-BioB-M_at	292.109	P	4.42873e-05
AFFX-BioB-3_at	182.45	P	4.42873e-05
AFFX-BioC-5_at	502.863	P	5.16732e-05
AFFX-BioC-3_at	522.368	P	4.42873e-05
AFFX-BioDn-5_at	583.254	P	4.42873e-05
AFFX-BioDn-3_at	2395.12	P	4.42873e-05
AFFX-CreX-5_at	6151.45	P	5.16732e-05
AFFX-CreX-3_at	9187.74	P	4.42873e-05
AFFX-DapX-5_at	262.961	P	6.02111e-05
AFFX-DapX-M_at	533.705	P	0.000753643
AFFX-DapX-3_at	483.639	P	5.16732e-05
AFFX-LysX-5_at	37.6034	P	0.000753643
AFFX-LysX-M_at	54.566	P	0.0309764
AFFX-LysX-3_at	107.754	P	7.00668e-05
AFFX-PheX-5_at	56.1252	P	4.42873e-05
AFFX-PheX-M_at	53.6771	P	0.000389797
AFFX-PheX-3_at	69.4899	P	0.000169227
AFFX-ThrX-5_at	82.8535	P	0.000224668
AFFX-ThrX-M_at	98.2627	P	9.4506e-05
AFFX-ThrX-3_at	122.496	P	0.000126798
AFFX-TrpnX-5_at	16.6942	P	0.0336653
AFFX-TrpnX-M_at	3.30416	A	0.824672
AFFX-TrpnX-3_at	1.33624	A	0.834139
AFFX-r2-Ec-bioB-5_at	305.769	P	0.000244141
AFFX-r2-Ec-bioB-M_at	455.878	P	0.000244141
AFFX-r2-Ec-bioB-3_at	257.203	P	0.000244141
AFFX-r2-Ec-bioC-5_at	559.133	P	0.000244141
AFFX-r2-Ec-bioC-3_at	854.328	P	0.000244141
AFFX-r2-Ec-bioD-5_at	2482.17	P	0.000244141
AFFX-r2-Ec-bioD-3_at	3113.62	P	0.000244141
AFFX-r2-P1-cre-5_at	11051.1	P	0.000244141
AFFX-r2-P1-cre-3_at	13699.3	P	0.000244141
AFFX-r2-Bs-dap-5_at	416.458	P	0.000244141
AFFX-r2-Bs-dap-M_at	556.793	P	0.000244141
AFFX-r2-Bs-dap-3_at	598.605	P	0.000244141
AFFX-r2-Bs-lys-5_at	61.2459	P	0.000244141
AFFX-r2-Bs-lys-M_at	41.4338	P	0.000244141
AFFX-r2-Bs-lys-3_at	32.5576	P	0.00585938
AFFX-r2-Bs-phe-5_at	68.5088	P	0.000244141
AFFX-r2-Bs-phe-M_at	67.2861	P	0.000244141
AFFX-r2-Bs-phe-3_at	102.768	P	0.00292969
AFFX-r2-Bs-thr-3_s_at	204.252	P	0.00195313
AFFX-r2-Bs-thr-M_s_at	121.196	P	0.0012207
AFFX-r2-Bs-thr-5_s_at	96.8638	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	425.162	P	0.000169227
AFFX-HUMISGF3A/M97935_MA_at	620.425	P	5.16732e-05
AFFX-HUMISGF3A/M97935_MB_at	529.457	P	4.42873e-05
AFFX-HUMISGF3A/M97935_3_at	1146.22	P	4.42873e-05
AFFX-HUMRGE/M10098_5_at	54.6208	P	0.00499819
AFFX-HUMRGE/M10098_M_at	34.4259	P	0.0020226
AFFX-HUMRGE/M10098_3_at	61.1774	P	0.0032123
AFFX-HUMGAPDH/M33197_5_at	13502.8	P	4.42873e-05
AFFX-HUMGAPDH/M33197_M_at	12016.2	P	4.42873e-05
AFFX-HUMGAPDH/M33197_3_at	12847.4	P	4.42873e-05
AFFX-HSAC07/X00351_5_at	6702.65	P	4.42873e-05
AFFX-HSAC07/X00351_M_at	7466.62	P	4.42873e-05
AFFX-HSAC07/X00351_3_at	7623.82	P	4.42873e-05
AFFX-M27830_5_at	343.387	P	5.16732e-05
AFFX-M27830_M_at	612.744	P	0.000972149
AFFX-M27830_3_at	24.7379	A	0.239063
AFFX-hum_alu_at	13351	P	2.6068e-13
1007_s_at	75.4601	P	0.00868918
1053_at	443.317	P	0.000321521
117_at	51.373	P	0.00135385
121_at	95.4889	P	0.0114474
1255_g_at	4.36031	A	0.581931
1294_at	96.0102	P	0.00261695
1316_at	16.8897	A	0.162935
1320_at	26.7794	A	0.218983
1405_i_at	11.1159	A	0.110449
1431_at	10.9472	A	0.138765
1438_at	3.27467	A	0.781017
1487_at	279.496	P	0.00418033
1494_f_at	30.4259	A	0.284747
1598_g_at	79.4044	A	0.138765
160020_at	1146.53	P	0.000265621
1729_at	154.172	P	0.000321521
1773_at	285.749	P	0.000561689
