^SAMPLE = GSM1017497
!Sample_title = NCIH460_15b
!Sample_geo_accession = GSM1017497
!Sample_status = Public on Oct 10 2012
!Sample_submission_date = Oct 10 2012
!Sample_last_update_date = Oct 10 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = NCI-H460
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = gender: male
!Sample_characteristics_ch1 = organ: Lung
!Sample_characteristics_ch1 = disease: large cell carcinoma
!Sample_characteristics_ch1 = morphology: epithelial
!Sample_characteristics_ch1 = is_metastasis: yes
!Sample_characteristics_ch1 = metastatic_site: pleural fluid
!Sample_characteristics_ch1 = in_vivo_growth: yes
!Sample_characteristics_ch1 = cell line: NCI-H460
!Sample_characteristics_ch1 = atcc_number: HTB-177
!Sample_treatment_protocol_ch1 = Cell lines were not treated.
!Sample_growth_protocol_ch1 = Cell lines were obtained from ATCC and DSMZ and cultivated in appropriate media according to supplier recommendations. Isolation of total RNA was performed after 72h growth using Qiagen
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Trizol extraction of total RNA was performed according to the manufacturer's instructions.
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 3 ug total RNA (Expression Analysis Technical Manual, 2006, Affymetrix).
!Sample_hyb_protocol = 15 ug of cleaned cRNA is fragmented and then hybridized for 16 hr at 45°C on GeneChip U133 Plus 2.0 probe array. GeneChips were washed and stained in the Affymetrix GeneChip Fluidics Station 450
!Sample_scan_protocol = GeneChips were scanned using the Affymetrix GeneChip Scanner 3000. Scanning parameters: pixel size: 1.56 μm, wavelength: 570 nm.
!Sample_description = gene expression profiling of 21 cell lines
!Sample_description = NCI-H460, replicate 2
!Sample_data_processing = Signal intensities were extracted with Affymetrix GeneChip Operating software (GCOS, version 1.4.0.036; Instrument control version: 6.0.1.002).
!Sample_data_processing = Expression values for all .CEL files were computed using MAS5.0.
!Sample_platform_id = GPL570
!Sample_contact_name = Philip,,Groth
!Sample_contact_email = philip.groth@bayer.com
!Sample_contact_laboratory = Chromatin Modulation and OncoGenomics
!Sample_contact_department = Therapeutic Research Group Oncology
!Sample_contact_institute = Bayer Pharma AG
!Sample_contact_address = Muellerstr. 178
!Sample_contact_city = Berlin
!Sample_contact_zip/postal_code = 13353
!Sample_contact_country = Germany
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1017nnn/GSM1017497/suppl/GSM1017497_mRNA_15b_121206.CEL.gz
!Sample_series_id = GSE41445
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = MAS5.0 signal
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	DETECTION P-VALUE
AFFX-BioB-5_at	14746.10	4.46E-04
AFFX-BioB-M_at	17130.56	4.43E-05
AFFX-BioB-3_at	12365.69	5.17E-05
AFFX-BioC-5_at	40091.22	5.17E-05
AFFX-BioC-3_at	56314.43	4.43E-05
AFFX-BioDn-5_at	93491.38	4.43E-05
AFFX-BioDn-3_at	218780.90	7.01E-05
AFFX-CreX-5_at	562979.20	5.17E-05
AFFX-CreX-3_at	667278.56	4.43E-05
AFFX-DapX-5_at	28729.31	4.43E-05
AFFX-DapX-M_at	53862.90	2.25E-04
AFFX-DapX-3_at	59168.72	4.43E-05
AFFX-LysX-5_at	3538.49	8.14E-05
AFFX-LysX-M_at	5427.72	9.72E-04
AFFX-LysX-3_at	9852.02	7.01E-05
AFFX-PheX-5_at	6508.58	7.01E-05
AFFX-PheX-M_at	7718.65	8.14E-05
AFFX-PheX-3_at	5097.89	5.17E-05
AFFX-ThrX-5_at	6269.57	6.02E-05
AFFX-ThrX-M_at	9466.64	4.43E-05
AFFX-ThrX-3_at	14163.34	4.43E-05
AFFX-TrpnX-5_at	551.60	1.75E-01
AFFX-TrpnX-M_at	53.23	9.57E-01
AFFX-TrpnX-3_at	132.74	6.46E-01
AFFX-r2-Ec-bioB-5_at	19947.89	2.44E-04
AFFX-r2-Ec-bioB-M_at	22279.42	2.44E-04
AFFX-r2-Ec-bioB-3_at	19055.90	2.44E-04
AFFX-r2-Ec-bioC-5_at	51067.64	2.44E-04
AFFX-r2-Ec-bioC-3_at	67489.95	2.44E-04
AFFX-r2-Ec-bioD-5_at	225745.45	2.44E-04
AFFX-r2-Ec-bioD-3_at	294587.78	2.44E-04
AFFX-r2-P1-cre-5_at	705800.40	2.44E-04
AFFX-r2-P1-cre-3_at	977670.75	2.44E-04
AFFX-r2-Bs-dap-5_at	42333.36	2.44E-04
AFFX-r2-Bs-dap-M_at	62493.79	2.44E-04
AFFX-r2-Bs-dap-3_at	78743.48	2.44E-04
AFFX-r2-Bs-lys-5_at	4877.78	2.44E-04
AFFX-r2-Bs-lys-M_at	5836.38	2.44E-04
AFFX-r2-Bs-lys-3_at	6710.05	2.44E-04
AFFX-r2-Bs-phe-5_at	7653.29	2.44E-04
AFFX-r2-Bs-phe-M_at	9465.65	2.44E-04
AFFX-r2-Bs-phe-3_at	13752.58	7.32E-04
AFFX-r2-Bs-thr-3_s_at	19810.84	7.32E-04
AFFX-r2-Bs-thr-M_s_at	14773.59	2.44E-04
AFFX-r2-Bs-thr-5_s_at	9752.22	2.44E-04
AFFX-HUMISGF3A/M97935_5_at	7642.76	4.46E-04
AFFX-HUMISGF3A/M97935_MA_at	12341.47	1.27E-04
AFFX-HUMISGF3A/M97935_MB_at	9688.96	5.17E-05
AFFX-HUMISGF3A/M97935_3_at	34022.32	6.02E-05
AFFX-HUMRGE/M10098_5_at	90001.31	4.43E-05
AFFX-HUMRGE/M10098_M_at	39616.09	4.43E-05
AFFX-HUMRGE/M10098_3_at	21081.32	5.17E-05
AFFX-HUMGAPDH/M33197_5_at	838215.90	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	808232.06	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	907180.80	4.43E-05
AFFX-HSAC07/X00351_5_at	336011.40	4.43E-05
AFFX-HSAC07/X00351_M_at	375852.12	4.43E-05
AFFX-HSAC07/X00351_3_at	574200.40	4.43E-05
AFFX-M27830_5_at	44761.46	4.43E-05
AFFX-M27830_M_at	99839.45	2.27E-03
AFFX-M27830_3_at	432.00	6.03E-01
AFFX-hum_alu_at	1053548.20	2.61E-13
1007_s_at	37846.39	6.73E-04
1053_at	22104.87	2.19E-04
117_at	1581.89	1.89E-03
121_at	9707.48	4.86E-03
1255_g_at	435.92	2.04E-01
1294_at	1508.87	5.45E-02
1316_at	2018.51	1.89E-03
1320_at	1169.92	2.85E-01
1405_i_at	17.98	9.79E-01
1431_at	2311.43	1.89E-03
1438_at	265.83	3.03E-01
1487_at	12698.16	2.79E-02
1494_f_at	2878.84	3.52E-02
1598_g_at	16552.48	2.23E-03
160020_at	3293.56	2.79E-02
1729_at	21421.87	3.22E-04
1773_at	7661.62	2.23E-03
177_at	12474.01	2.19E-04
179_at	6828.72	6.69E-02
1861_at	7275.05	3.88E-04
200000_s_at	74221.52	2.44E-04
200001_at	163439.95	2.44E-04
200002_at	625622.00	2.44E-04
200003_s_at	795066.30	2.44E-04
200004_at	215801.11	2.44E-04
200005_at	164611.45	2.44E-04
200006_at	302233.28	2.44E-04
200007_at	146723.50	2.44E-04
200008_s_at	64965.34	2.44E-04
200009_at	134561.86	2.44E-04
200010_at	469427.28	2.44E-04
200011_s_at	46301.41	2.44E-04
200012_x_at	526302.50	2.44E-04
200013_at	624098.00	2.44E-04
200014_s_at	113525.67	2.44E-04
200015_s_at	255792.30	7.32E-04
200016_x_at	629803.90	2.44E-04
200017_at	769575.44	2.44E-04
200018_at	747228.80	2.44E-04
200019_s_at	354659.28	2.44E-04
200020_at	66163.34	2.44E-04
200021_at	334975.00	1.22E-03
200022_at	666753.70	2.44E-04
200023_s_at	223196.89	2.44E-04
200024_at	601781.60	2.44E-04
200025_s_at	750705.80	2.44E-04
200026_at	485126.60	2.44E-04
200027_at	192634.45	2.44E-04
200028_s_at	103424.59	2.44E-04
200029_at	692630.40	2.44E-04
200030_s_at	452002.80	2.44E-04
200031_s_at	759848.10	2.44E-04
200032_s_at	818358.75	2.44E-04
200033_at	285992.28	2.44E-04
200034_s_at	637553.20	2.44E-04
200035_at	13596.95	5.86E-03
200036_s_at	395833.94	2.44E-04
200037_s_at	164491.80	2.44E-04
200038_s_at	703171.56	2.44E-04
200039_s_at	100610.07	2.44E-04
200040_at	140428.97	2.44E-04
200041_s_at	90533.56	2.44E-04
200042_at	33527.30	2.44E-04
200043_at	215981.89	2.44E-04
200044_at	90992.90	2.44E-04
200045_at	17905.44	7.32E-04
200046_at	195712.25	2.44E-04
200047_s_at	95287.98	2.44E-04
200048_s_at	286977.20	2.44E-04
200049_at	10989.60	2.44E-04
200050_at	60607.79	2.44E-04
200051_at	4800.20	2.44E-04
200052_s_at	114114.74	2.44E-04
200053_at	41144.56	2.44E-04
200054_at	14093.39	2.44E-04
200055_at	51188.10	2.44E-04
200056_s_at	26556.78	2.44E-04
200057_s_at	371194.47	2.44E-04
200058_s_at	87972.61	2.44E-04
200059_s_at	340030.70	2.44E-04
200060_s_at	66990.20	2.44E-04
200061_s_at	754445.20	2.44E-04
200062_s_at	739207.70	2.44E-04
200063_s_at	630366.56	2.44E-04
200064_at	448662.20	2.44E-04
200065_s_at	226156.45	2.44E-04
200066_at	40869.02	2.44E-04
200067_x_at	61236.11	2.44E-04
200068_s_at	387763.53	2.44E-04
200069_at	17116.01	2.44E-04
200070_at	8932.10	8.06E-03
200071_at	52708.80	2.44E-04
200072_s_at	99993.52	2.44E-04
200073_s_at	137974.81	2.44E-04
200074_s_at	399167.22	2.44E-04
200075_s_at	51907.78	2.44E-04
200076_s_at	20224.36	7.32E-04
200077_s_at	363444.90	2.44E-04
200078_s_at	90938.73	2.44E-04
200079_s_at	102396.63	2.44E-04
200080_s_at	473313.90	2.44E-04
200081_s_at	809800.60	2.44E-04
200082_s_at	711082.56	2.44E-04
200083_at	49874.97	7.32E-04
200084_at	74547.01	2.44E-04
200085_s_at	174088.47	2.44E-04
200086_s_at	214930.03	2.44E-04
200087_s_at	172830.95	2.44E-04
200088_x_at	828013.80	2.44E-04
200089_s_at	615728.50	2.44E-04
